timestamp,value
1,0.6694683348080996
2,0.45406956174743135
3,0.6068922143623822
4,0.5766033586051807
5,0.5828959088409433
6,0.524051979425972
7,0.4826396054127645
8,0.4633588179468977
9,0.47359530291622626
10,0.5143315452266343
11,0.5213491013651667
12,0.5460384957422354
13,0.5210765670328422
14,0.5654530398519665
15,0.4746408041820743
16,0.515463903970376
17,0.5361394111054396
18,0.5300158714408123
19,0.5092870677900452
20,0.5422142736693938
21,0.5431519783114646
22,0.5694892044671646
23,0.5140730316777573
24,0.5465044210238216
25,0.6609989057865989
26,0.5894575537501421
27,0.5829482439493497
28,0.5869850088457411
29,0.4834822495281381
30,0.5206549331385545
31,0.45604517193190336
32,0.5295090356905106
33,0.44239355714563294
34,0.49363359092075393
35,0.47574588584828237
36,0.5086206199122274
37,0.5103977894605974
38,0.5078862241933997
39,0.529989892857902
40,0.4806236841364685
41,0.5187940012536842
42,0.5256287135778558
43,0.42971838009485896
44,0.45953287316311325
45,0.49411748018518337
46,0.4068852662896284
47,0.36549369856607206
48,0.39460216663536457
49,0.4521748133934761
50,0.5093859281806239
51,0.4843210811744158
52,0.4890993277000705
53,0.4776142530400609
54,0.4707448766366361
55,0.4483764466667455
56,0.4114908505201642
57,0.413475918065693
