timestamp,value
1,0.6749513656707466
2,0.6185942731622894
3,0.596472748789863
4,0.6281398308232326
5,0.5566666133976927
6,0.5035676948314403
7,0.5057594250532367
8,0.5502431636352155
9,0.522651056151215
10,0.4996298372306144
11,0.6221815884501234
12,0.652921593169225
13,0.6036221735693632
14,0.5413569502891123
15,0.510148597456651
16,0.5608922037905802
17,0.509673540914112
18,0.4884920536483338
19,0.5223898981136602
20,0.5883501722543863
21,0.7735387248345448
22,0.5791241744166888
23,0.5496963470951459
24,0.6073863975879968
25,0.6173177944873303
26,0.5797816460952183
27,0.5997086064236756
28,0.6026334253644672
29,0.6972039883104705
30,0.7009248546482656
31,0.5939771215525782
32,0.5556688901621853
33,0.6391189378240929
34,0.6245673144768371
35,0.6672973369426167
36,0.6691955783122069
37,0.5738116825511699
38,0.4945962617859094
39,0.5397804217131207
40,0.5591856583277443
41,0.6163132614864465
42,0.6536273357142206
43,0.6462110840983736
44,0.9453266634729341
45,0.6819831990826737
46,0.6534880713643027
47,0.7922355420162785
48,0.6801001607600297
49,0.6575283421473822
50,0.7080492675568385
51,0.6599403570405614
52,0.6366253144515284
