data_type,timestamp,EEG1,EEG2,EEG3,EEG4
alpha_relative,1580237566679135,0.15411764865008637,0.09354243796282777,0.2168674691106822,0.18922959695206015
beta_relative,1580237566680398,0.2138662193640844,0.07300305356147883,0.2466712622816529,0.23254665546402742
theta_relative,1580237566681290,0.1090257218919588,0.10447376730073615,0.11260819130809993,0.1185106158410201
isGood,1580237566682201,0.0,0.0,1.0,0.0
quality,1580237566682680,2.0,1.0,1.0,1.0
alpha_absolute,1580237566792497,0.40054507264148964,0.31435642867146046,-0.3406929248729709,0.26295465558355724
beta_absolute,1580237566793998,0.5428348904436071,0.20668877020002357,-0.31029554746006555,0.3810094856785464
theta_absolute,1580237566795292,0.25022166916475674,0.3623549996410878,-0.6539411002820207,0.08379481596172805
alpha_relative,1580237566796574,0.15411764865008637,0.09354243796282777,0.21934007721822898,0.16099694088968464
beta_relative,1580237566797558,0.2138662193640844,0.07300305356147883,0.2352422742843575,0.21128684306067155
theta_relative,1580237566798449,0.1090257218919588,0.10447376730073615,0.106627644808753,0.10657559953839577
isGood,1580237566799967,0.0,0.0,1.0,1.0
quality,1580237566800313,2.0,4.0,1.0,1.0
alpha_absolute,1580237566894055,0.40054507264148964,0.31435642867146046,-0.33593189504238846,0.26278510251622933
beta_absolute,1580237566895523,0.5428348904436071,0.20668877020002357,-0.32562389436324296,0.3915873044024325
theta_absolute,1580237566897368,0.25022166916475674,0.3623549996410878,-0.6755550638003731,0.07934008762011917
alpha_relative,1580237566898573,0.15411764865008637,0.09354243796282777,0.22015348314417815,0.15966587663919218
beta_relative,1580237566899881,0.2138662193640844,0.07300305356147883,0.2254413423446861,0.21479012546797546
theta_relative,1580237566901197,0.1090257218919588,0.10447376730073615,0.10071690979756058,0.10465671405440012
isGood,1580237566902056,0.0,0.0,1.0,0.0
quality,1580237566902438,2.0,4.0,1.0,1.0
alpha_absolute,1580237567025919,0.40054507264148964,0.31435642867146046,-0.3279208917911406,0.26278510251622933
beta_absolute,1580237567031663,0.5428348904436071,0.20668877020002357,-0.33499550709946485,0.4045914877709378
theta_absolute,1580237567034618,0.25022166916475674,0.3623549996410878,-0.684743677418626,0.073870404826927
alpha_relative,1580237567036219,0.15411764865008637,0.09354243796282777,0.2218072680201142,0.155845175754927
beta_relative,1580237567037269,0.2138662193640844,0.07300305356147883,0.21822331931624606,0.21602287829363814
theta_relative,1580237567038170,0.1090257218919588,0.10447376730073615,0.09753331536627134,0.10087386596816274
isGood,1580237567039589,0.0,0.0,1.0,0.0
quality,1580237567040450,2.0,4.0,1.0,1.0
alpha_absolute,1580237567116279,0.40054507264148964,0.31435642867146046,-0.31123639721736124,0.304515087912676
beta_absolute,1580237567117385,0.5428348904436071,0.20668877020002357,-0.3279033241906493,0.4149337794503098
theta_absolute,1580237567118364,0.25022166916475674,0.3623549996410878,-0.6705116994509968,0.058548869655769775
alpha_relative,1580237567121302,0.15411764865008637,0.09354243796282777,0.22386716993462819,0.1646681537738735
beta_relative,1580237567122425,0.2138662193640844,0.07300305356147883,0.21543858208734015,0.2123382862174638
theta_relative,1580237567124324,0.1090257218919588,0.10447376730073615,0.09788476597390985,0.09346379218687216
isGood,1580237567125570,0.0,0.0,1.0,1.0
quality,1580237567126089,2.0,4.0,1.0,1.0
alpha_absolute,1580237567203170,0.40054507264148964,0.31435642867146046,-0.2940308656362562,0.3090636678317681
beta_absolute,1580237567204037,0.5428348904436071,0.20668877020002357,-0.303609187731984,0.41396401197042937
theta_absolute,1580237567204633,0.25022166916475674,0.3623549996410878,-0.6376546227629353,0.0760799356758063
alpha_relative,1580237567205224,0.15411764865008637,0.09354243796282777,0.22238225424414002,0.15913617075246278
beta_relative,1580237567205789,0.2138662193640844,0.07300305356147883,0.21753132550134605,0.2026139053969318
theta_relative,1580237567206336,0.1090257218919588,0.10447376730073615,0.10080367631656101,0.09306474064738683
isGood,1580237567206891,0.0,0.0,1.0,1.0
quality,1580237567207123,4.0,4.0,1.0,1.0
alpha_absolute,1580237567293531,0.40054507264148964,0.31435642867146046,-0.2958791518951786,0.2970592196226562
beta_absolute,1580237567295103,0.5428348904436071,0.20668877020002357,-0.2753816999314623,0.4119937525990234
theta_absolute,1580237567296283,0.25022166916475674,0.3623549996410878,-0.599438489463755,0.11944219865939573
alpha_relative,1580237567297287,0.15411764865008637,0.09354243796282777,0.21164167107804976,0.14422427923029935
beta_relative,1580237567298183,0.2138662193640844,0.07300305356147883,0.22187002583187382,0.1879199595116878
theta_relative,1580237567299074,0.1090257218919588,0.10447376730073615,0.10520632355462126,0.09581231999051133
isGood,1580237567301786,0.0,0.0,1.0,1.0
quality,1580237567302619,4.0,4.0,1.0,1.0
alpha_absolute,1580237567390835,0.40054507264148964,0.31435642867146046,-0.2815837063170462,0.2739675729858592
beta_absolute,1580237567392244,0.5428348904436071,0.20668877020002357,-0.25715579161499724,0.4136660307274679
theta_absolute,1580237567393476,0.25022166916475674,0.3623549996410878,-0.564275582577619,0.13409259057245634
alpha_relative,1580237567395567,0.15411764865008637,0.09354243796282777,0.20917701002130398,0.13178482175472261
beta_relative,1580237567396544,0.2138662193640844,0.07300305356147883,0.2212798485882555,0.1817874305662417
theta_relative,1580237567397488,0.1090257218919588,0.10447376730073615,0.10909932777032409,0.09549715007125999
isGood,1580237567398372,0.0,0.0,1.0,0.0
quality,1580237567399033,4.0,4.0,1.0,1.0
alpha_absolute,1580237567524441,0.40054507264148964,0.31435642867146046,-0.29900969723109627,0.2398489381658924
beta_absolute,1580237567525866,0.5428348904436071,0.20668877020002357,-0.2601956192154665,0.41989482343946427
theta_absolute,1580237567527115,0.25022166916475674,0.3623549996410878,-0.5603750542557764,0.15134593493310836
alpha_relative,1580237567528248,0.15411764865008637,0.09354243796282777,0.20035667370017018,0.11654948420570446
beta_relative,1580237567529169,0.2138662193640844,0.07300305356147883,0.21908764695806626,0.17642342180629683
theta_relative,1580237567532647,0.1090257218919588,0.10447376730073615,0.10975857399062679,0.09506208876089174
isGood,1580237567533858,0.0,0.0,0.0,0.0
quality,1580237567534531,4.0,4.0,1.0,1.0
alpha_absolute,1580237567614817,0.40054507264148964,0.31435642867146046,-0.3094603926705023,0.20921347814269908
beta_absolute,1580237567615947,0.5428348904436071,0.20668877020002357,-0.2635234071900812,0.4307023609390229
theta_absolute,1580237567617077,0.25022166916475674,0.3623549996410878,-0.5528579309906066,0.17333104669791613
alpha_relative,1580237567617932,0.15411764865008637,0.09354243796282777,0.19510047716372794,0.1026610901689854
beta_relative,1580237567618812,0.2138662193640844,0.07300305356147883,0.21686792145616443,0.1709600966051194
theta_relative,1580237567619840,0.1090257218919588,0.10447376730073615,0.1113937419983625,0.09451994066325178
isGood,1580237567620956,0.0,0.0,0.0,0.0
quality,1580237567621663,4.0,4.0,1.0,1.0
alpha_absolute,1580237567718284,0.40054507264148964,0.31435642867146046,-0.3172694430550893,0.20744180022086697
beta_absolute,1580237567721043,0.5428348904436071,0.20668877020002357,-0.26463104688258887,0.44323583505404357
theta_absolute,1580237567722993,0.25022166916475674,0.3623549996410878,-0.540812407908216,0.2006980538948881
alpha_relative,1580237567724039,0.15411764865008637,0.09354243796282777,0.19137863426330637,0.09571463932462097
beta_relative,1580237567724981,0.2138662193640844,0.07300305356147883,0.21603884520248057,0.16472988755931248
theta_relative,1580237567725937,0.1090257218919588,0.10447376730073615,0.11438010375047065,0.094239857518162
isGood,1580237567726840,0.0,0.0,0.0,0.0
quality,1580237567727379,4.0,4.0,1.0,1.0
alpha_absolute,1580237567819605,0.40054507264148964,0.31435642867146046,-0.33128015192459065,0.20744180022086697
beta_absolute,1580237567821208,0.5428348904436071,0.20668877020002357,-0.26229356214963107,0.453577876767577
theta_absolute,1580237567822318,0.25022166916475674,0.3623549996410878,-0.5253965485507118,0.23272486766166953
alpha_relative,1580237567823336,0.15411764865008637,0.09354243796282777,0.18547534986191144,0.08961008729739951
beta_relative,1580237567824363,0.2138662193640844,0.07300305356147883,0.21740663230585086,0.15794030667607914
theta_relative,1580237567825334,0.1090257218919588,0.10447376730073615,0.11862324558112805,0.09498170644136161
isGood,1580237567826341,0.0,0.0,0.0,0.0
quality,1580237567826873,4.0,4.0,1.0,1.0
alpha_absolute,1580237567879942,0.40054507264148964,0.31435642867146046,-0.35773137850655096,0.1593469770882882
beta_absolute,1580237567880753,0.5428348904436071,0.20668877020002357,-0.25764203897291454,0.45887794504833357
theta_absolute,1580237567881374,0.25022166916475674,0.3623549996410878,-0.5132530637914295,0.25143219251179444
alpha_relative,1580237567881938,0.15411764865008637,0.09354243796282777,0.17516622820217034,0.07658574979504135
beta_relative,1580237567882494,0.2138662193640844,0.07300305356147883,0.22056658447166522,0.1526437182713814
theta_relative,1580237567883044,0.1090257218919588,0.10447376730073615,0.12244151462483538,0.09467453571155215
isGood,1580237567883640,0.0,0.0,0.0,0.0
quality,1580237567883897,4.0,4.0,1.0,1.0
alpha_absolute,1580237567986137,0.40054507264148964,0.31435642867146046,-0.3982718945838212,0.1593469770882882
beta_absolute,1580237567987534,0.5428348904436071,0.20668877020002357,-0.2531284457391592,0.45887794504833357
theta_absolute,1580237567988587,0.25022166916475674,0.3623549996410878,-0.5080164037188046,0.25143219251179444
alpha_relative,1580237567989693,0.15411764865008637,0.09354243796282777,0.1604897409767373,0.07658574979504135
beta_relative,1580237567990920,0.2138662193640844,0.07300305356147883,0.22417683066456434,0.1526437182713814
theta_relative,1580237567992152,0.1090257218919588,0.10447376730073615,0.12465300916676986,0.09467453571155215
isGood,1580237567993352,0.0,0.0,0.0,0.0
quality,1580237567993950,4.0,4.0,1.0,1.0
alpha_absolute,1580237568117214,0.40054507264148964,0.31435642867146046,-0.43937826611073705,0.1593469770882882
beta_absolute,1580237568119066,0.5428348904436071,0.20668877020002357,-0.24815708459534364,0.45887794504833357
theta_absolute,1580237568120532,0.25022166916475674,0.3623549996410878,-0.5053952358450815,0.25143219251179444
alpha_relative,1580237568121683,0.15411764865008637,0.09354243796282777,0.14646497509039885,0.07658574979504135
beta_relative,1580237568122472,0.2138662193640844,0.07300305356147883,0.22748615150080556,0.1526437182713814
theta_relative,1580237568123217,0.1090257218919588,0.10447376730073615,0.1258104779825668,0.09467453571155215
isGood,1580237568123940,0.0,0.0,0.0,0.0
quality,1580237568124338,4.0,4.0,1.0,1.0
alpha_absolute,1580237568230211,0.40054507264148964,0.31435642867146046,-0.47650323456491506,0.1593469770882882
beta_absolute,1580237568231308,0.5428348904436071,0.20668877020002357,-0.23534805841851028,0.45887794504833357
theta_absolute,1580237568231947,0.25022166916475674,0.3623549996410878,-0.4925363294082716,0.25143219251179444
alpha_relative,1580237568232695,0.15411764865008637,0.09354243796282777,0.1339839056754471,0.07658574979504135
beta_relative,1580237568233239,0.2138662193640844,0.07300305356147883,0.23345748875581832,0.1526437182713814
theta_relative,1580237568233817,0.1090257218919588,0.10447376730073615,0.1291277366031665,0.09467453571155215
isGood,1580237568234371,0.0,0.0,0.0,0.0
quality,1580237568234624,4.0,4.0,1.0,1.0
alpha_absolute,1580237568325737,0.40054507264148964,0.31435642867146046,-0.4980723805185202,0.1593469770882882
beta_absolute,1580237568327895,0.5428348904436071,0.20668877020002357,-0.20588778945673974,0.45887794504833357
theta_absolute,1580237568333874,0.25022166916475674,0.3623549996410878,-0.4589387448310361,0.25143219251179444
alpha_relative,1580237568337634,0.15411764865008637,0.09354243796282777,0.1253997452091211,0.07658574979504135
beta_relative,1580237568340248,0.2138662193640844,0.07300305356147883,0.24574305056490395,0.1526437182713814
theta_relative,1580237568341435,0.1090257218919588,0.10447376730073615,0.13722406798527398,0.09467453571155215
isGood,1580237568342467,0.0,0.0,0.0,0.0
quality,1580237568342993,4.0,4.0,1.0,1.0
alpha_absolute,1580237568401049,0.40054507264148964,0.31435642867146046,-0.5087901119480227,0.1593469770882882
beta_absolute,1580237568401808,0.5428348904436071,0.20668877020002357,-0.15702496398114385,0.45887794504833357
theta_absolute,1580237568402410,0.25022166916475674,0.3623549996410878,-0.4065503745524728,0.25143219251179444
alpha_relative,1580237568403022,0.15411764865008637,0.09354243796282777,0.11759739697154338,0.07658574979504135
beta_relative,1580237568403610,0.2138662193640844,0.07300305356147883,0.2643399823520152,0.1526437182713814
theta_relative,1580237568404128,0.1090257218919588,0.10447376730073615,0.14881182612128815,0.09467453571155215
isGood,1580237568404667,0.0,0.0,0.0,0.0
quality,1580237568404902,4.0,4.0,1.0,1.0
alpha_absolute,1580237568505107,0.40054507264148964,0.31435642867146046,-0.513587170001827,0.1593469770882882
beta_absolute,1580237568506749,0.5428348904436071,0.20668877020002357,-0.09808866552967704,0.45887794504833357
theta_absolute,1580237568509867,0.25022166916475674,0.3623549996410878,-0.3497839063519006,0.25143219251179444
alpha_relative,1580237568511243,0.15411764865008637,0.09354243796282777,0.10915623176347503,0.07658574979504135
beta_relative,1580237568512470,0.2138662193640844,0.07300305356147883,0.28414959359610975,0.1526437182713814
theta_relative,1580237568513469,0.1090257218919588,0.10447376730073615,0.1591665483661543,0.09467453571155215
isGood,1580237568514415,0.0,0.0,0.0,0.0
quality,1580237568514933,4.0,4.0,1.0,1.0
alpha_absolute,1580237568599040,0.40054507264148964,0.31435642867146046,-0.513587170001827,0.1593469770882882
beta_absolute,1580237568600536,0.5428348904436071,0.20668877020002357,-0.09808866552967704,0.45887794504833357
theta_absolute,1580237568601804,0.25022166916475674,0.3623549996410878,-0.3497839063519006,0.25143219251179444
alpha_relative,1580237568602814,0.15411764865008637,0.09354243796282777,0.10915623176347503,0.07658574979504135
beta_relative,1580237568603775,0.2138662193640844,0.07300305356147883,0.28414959359610975,0.1526437182713814
theta_relative,1580237568604806,0.1090257218919588,0.10447376730073615,0.1591665483661543,0.09467453571155215
isGood,1580237568605682,0.0,0.0,0.0,0.0
quality,1580237568606248,4.0,4.0,1.0,1.0
alpha_absolute,1580237568723028,0.40054507264148964,0.31435642867146046,-0.513587170001827,0.1593469770882882
beta_absolute,1580237568724960,0.5428348904436071,0.20668877020002357,-0.09808866552967704,0.45887794504833357
theta_absolute,1580237568726130,0.25022166916475674,0.3623549996410878,-0.3497839063519006,0.25143219251179444
alpha_relative,1580237568727455,0.15411764865008637,0.09354243796282777,0.10915623176347503,0.07658574979504135
beta_relative,1580237568728541,0.2138662193640844,0.07300305356147883,0.28414959359610975,0.1526437182713814
theta_relative,1580237568729713,0.1090257218919588,0.10447376730073615,0.1591665483661543,0.09467453571155215
isGood,1580237568730981,0.0,0.0,0.0,0.0
quality,1580237568731607,4.0,4.0,1.0,1.0
alpha_absolute,1580237568822487,0.40054507264148964,0.31435642867146046,-0.513587170001827,0.1593469770882882
beta_absolute,1580237568826248,0.5428348904436071,0.20668877020002357,-0.09808866552967704,0.45887794504833357
theta_absolute,1580237568827543,0.25022166916475674,0.3623549996410878,-0.3497839063519006,0.25143219251179444
alpha_relative,1580237568828801,0.15411764865008637,0.09354243796282777,0.10915623176347503,0.07658574979504135
beta_relative,1580237568830871,0.2138662193640844,0.07300305356147883,0.28414959359610975,0.1526437182713814
theta_relative,1580237568833222,0.1090257218919588,0.10447376730073615,0.1591665483661543,0.09467453571155215
isGood,1580237568834348,0.0,0.0,1.0,0.0
quality,1580237568834923,4.0,2.0,1.0,1.0
alpha_absolute,1580237568921789,0.40054507264148964,0.31435642867146046,-0.513587170001827,0.1593469770882882
beta_absolute,1580237568922710,0.5428348904436071,0.20668877020002357,-0.09808866552967704,0.45887794504833357
theta_absolute,1580237568924441,0.25022166916475674,0.3623549996410878,-0.3497839063519006,0.25143219251179444
alpha_relative,1580237568925925,0.15411764865008637,0.09354243796282777,0.10915623176347503,0.07658574979504135
beta_relative,1580237568926756,0.2138662193640844,0.07300305356147883,0.28414959359610975,0.1526437182713814
theta_relative,1580237568927475,0.1090257218919588,0.10447376730073615,0.1591665483661543,0.09467453571155215
isGood,1580237568928150,0.0,0.0,1.0,0.0
quality,1580237568928562,4.0,2.0,1.0,1.0
alpha_absolute,1580237569051724,0.40054507264148964,0.31435642867146046,-0.513587170001827,0.1593469770882882
beta_absolute,1580237569052801,0.5428348904436071,0.20668877020002357,-0.09808866552967704,0.45887794504833357
theta_absolute,1580237569053700,0.25022166916475674,0.3623549996410878,-0.3497839063519006,0.25143219251179444
alpha_relative,1580237569054541,0.15411764865008637,0.09354243796282777,0.10915623176347503,0.07658574979504135
beta_relative,1580237569055383,0.2138662193640844,0.07300305356147883,0.28414959359610975,0.1526437182713814
theta_relative,1580237569056211,0.1090257218919588,0.10447376730073615,0.1591665483661543,0.09467453571155215
isGood,1580237569057043,0.0,0.0,1.0,0.0
quality,1580237569057500,4.0,2.0,1.0,1.0
alpha_absolute,1580237569115093,0.40054507264148964,0.31435642867146046,-0.13982077085205227,0.1593469770882882
beta_absolute,1580237569116169,0.5428348904436071,0.20668877020002357,0.16386191417910753,0.45887794504833357
theta_absolute,1580237569116667,0.25022166916475674,0.3623549996410878,0.10690124877241881,0.25143219251179444
alpha_relative,1580237569117282,0.15411764865008637,0.09354243796282777,0.03900115703265188,0.07658574979504135
beta_relative,1580237569117787,0.2138662193640844,0.07300305356147883,0.07848021358278785,0.1526437182713814
theta_relative,1580237569118191,0.1090257218919588,0.10447376730073615,0.06883344580441997,0.09467453571155215
isGood,1580237569118602,0.0,0.0,1.0,0.0
quality,1580237569118790,4.0,2.0,1.0,1.0
alpha_absolute,1580237569222127,0.40054507264148964,0.31435642867146046,-0.13343719646508365,0.1593469770882882
beta_absolute,1580237569223503,0.5428348904436071,0.20668877020002357,0.11726322450039357,0.45887794504833357
theta_absolute,1580237569224831,0.25022166916475674,0.3623549996410878,0.044661031304786374,0.25143219251179444
alpha_relative,1580237569225852,0.15411764865008637,0.09354243796282777,0.046137982133668806,0.07658574979504135
beta_relative,1580237569227230,0.2138662193640844,0.07300305356147883,0.08217865282601852,0.1526437182713814
theta_relative,1580237569228524,0.1090257218919588,0.10447376730073615,0.0695275337084458,0.09467453571155215
isGood,1580237569230157,0.0,0.0,1.0,0.0
quality,1580237569230755,4.0,2.0,1.0,1.0
alpha_absolute,1580237569319432,0.40054507264148964,0.31435642867146046,-0.13343719646508365,0.1593469770882882
beta_absolute,1580237569320289,0.5428348904436071,0.20668877020002357,0.0764297561484433,0.45887794504833357
theta_absolute,1580237569320870,0.25022166916475674,0.3623549996410878,0.011668551187126397,0.25143219251179444
alpha_relative,1580237569321519,0.15411764865008637,0.09354243796282777,0.05248438161262693,0.07658574979504135
beta_relative,1580237569322116,0.2138662193640844,0.07300305356147883,0.08509362737751593,0.1526437182713814
theta_relative,1580237569322688,0.1090257218919588,0.10447376730073615,0.07330537710435181,0.09467453571155215
isGood,1580237569323315,0.0,0.0,1.0,1.0
quality,1580237569323563,4.0,2.0,1.0,1.0
alpha_absolute,1580237569442054,0.40054507264148964,0.31435642867146046,-0.12905957747306013,0.1593469770882882
beta_absolute,1580237569446062,0.5428348904436071,0.20668877020002357,0.044247041845042925,0.45887794504833357
theta_absolute,1580237569447917,0.25022166916475674,0.3623549996410878,-4.64204120158551E-4,0.25143219251179444
alpha_relative,1580237569449124,0.15411764865008637,0.09354243796282777,0.059108040954180874,0.07658574979504135
beta_relative,1580237569450381,0.2138662193640844,0.07300305356147883,0.08809539047560712,0.1526437182713814
theta_relative,1580237569451551,0.1090257218919588,0.10447376730073615,0.07947708662961117,0.09467453571155215
isGood,1580237569452572,0.0,0.0,1.0,1.0
quality,1580237569453182,4.0,2.0,1.0,1.0
alpha_absolute,1580237569565889,0.40054507264148964,0.31435642867146046,-0.04935346728966164,0.1593469770882882
beta_absolute,1580237569567106,0.5428348904436071,0.20668877020002357,0.022363089983767324,0.45887794504833357
theta_absolute,1580237569568191,0.25022166916475674,0.3623549996410878,0.0016381519308498076,0.25143219251179444
alpha_relative,1580237569570146,0.15411764865008637,0.09354243796282777,0.07663604932526841,0.07658574979504135
beta_relative,1580237569571320,0.2138662193640844,0.07300305356147883,0.09039609409606125,0.1526437182713814
theta_relative,1580237569572400,0.1090257218919588,0.10447376730073615,0.08618361911556133,0.09467453571155215
isGood,1580237569573298,0.0,0.0,1.0,1.0
quality,1580237569573764,4.0,2.0,1.0,1.0
alpha_absolute,1580237569636890,0.40054507264148964,0.31435642867146046,0.03926402475763909,0.8505406795144674
beta_absolute,1580237569637640,0.5428348904436071,0.20668877020002357,0.010948674690641593,0.728492708142866
theta_absolute,1580237569638286,0.25022166916475674,0.3623549996410878,0.019079921180837043,0.9872175741366832
alpha_relative,1580237569638892,0.15411764865008637,0.09354243796282777,0.09826368661302395,0.20968500624570385
beta_relative,1580237569639555,0.2138662193640844,0.07300305356147883,0.09206142727621372,0.15831403043096084
theta_relative,1580237569640121,0.1090257218919588,0.10447376730073615,0.09380132005418017,0.28723957237149333
isGood,1580237569640800,0.0,0.0,1.0,1.0
quality,1580237569641141,4.0,2.0,1.0,1.0
alpha_absolute,1580237569746739,0.40054507264148964,0.31435642867146046,0.13313969665452194,0.9946135076732338
beta_absolute,1580237569748314,0.5428348904436071,0.20668877020002357,0.008204791796929189,0.7034809268245896
theta_absolute,1580237569749648,0.25022166916475674,0.3623549996410878,0.05492363425637659,1.0284836302250515
alpha_relative,1580237569751626,0.15411764865008637,0.09354243796282777,0.12241421268066632,0.26702630405956035
beta_relative,1580237569752694,0.2138662193640844,0.07300305356147883,0.09181146955328433,0.1365908047719371
theta_relative,1580237569753641,0.1090257218919588,0.10447376730073615,0.10223880891803666,0.28868496583131104
isGood,1580237569754625,0.0,0.0,1.0,1.0
quality,1580237569755272,4.0,2.0,1.0,1.0
alpha_absolute,1580237569830782,0.40054507264148964,0.31435642867146046,0.23867067899530064,1.0572066451289313
beta_absolute,1580237569832947,0.5428348904436071,0.20668877020002357,0.010260731394286385,0.6899845477953965
theta_absolute,1580237569834931,0.25022166916475674,0.3623549996410878,0.10180546489069546,1.0368536280994765
alpha_relative,1580237569837496,0.15411764865008637,0.09354243796282777,0.15068402643266368,0.2913461060003717
beta_relative,1580237569839739,0.2138662193640844,0.07300305356147883,0.089054786925861,0.12507978341229514
theta_relative,1580237569840550,0.1090257218919588,0.10447376730073615,0.10995171363525169,0.27800730060738194
isGood,1580237569841140,0.0,0.0,1.0,1.0
quality,1580237569841384,4.0,2.0,1.0,1.0
alpha_absolute,1580237569921113,0.40054507264148964,0.31435642867146046,0.2939700616442986,1.077549263585172
beta_absolute,1580237569922060,0.5428348904436071,0.20668877020002357,0.013727840637809066,0.684239771588894
theta_absolute,1580237569922666,0.25022166916475674,0.3623549996410878,0.14793497014633364,1.0142365915448683
alpha_relative,1580237569923333,0.15411764865008637,0.09354243796282777,0.16589632586014047,0.3013964153164275
beta_relative,1580237569923950,0.2138662193640844,0.07300305356147883,0.08701508459027173,0.12185085775442712
theta_relative,1580237569924502,0.1090257218919588,0.10447376730073615,0.11852273817483552,0.26051060690277045
isGood,1580237569925069,0.0,0.0,1.0,1.0
quality,1580237569925320,4.0,2.0,1.0,1.0
alpha_absolute,1580237570041176,0.40054507264148964,0.31435642867146046,0.34337597360860644,1.077549263585172
beta_absolute,1580237570043277,0.5428348904436071,0.20668877020002357,0.01616790592832612,0.6809430464452031
theta_absolute,1580237570045487,0.25022166916475674,0.3623549996410878,0.18242317569576005,0.9733578225114934
alpha_relative,1580237570046792,0.15411764865008637,0.09354243796282777,0.18209478404465404,0.3054850929226969
beta_relative,1580237570047783,0.2138662193640844,0.07300305356147883,0.08572143611457148,0.12256989250890148
theta_relative,1580237570048754,0.1090257218919588,0.10447376730073615,0.1257027295071047,0.24032479542703955
isGood,1580237570050015,0.0,0.0,1.0,1.0
quality,1580237570050635,4.0,2.0,1.0,1.0
alpha_absolute,1580237570144713,0.40054507264148964,0.31435642867146046,0.3552890502377765,1.077549263585172
beta_absolute,1580237570146247,0.5428348904436071,0.20668877020002357,0.015274447851062618,0.6733792522043162
theta_absolute,1580237570147482,0.25022166916475674,0.3623549996410878,0.1990620582984586,0.9285983163109651
alpha_relative,1580237570148763,0.15411764865008637,0.09354243796282777,0.18899929077727093,0.31027140940484005
beta_relative,1580237570150284,0.2138662193640844,0.07300305356147883,0.0863864390192502,0.1223409214186959
theta_relative,1580237570151610,0.1090257218919588,0.10447376730073615,0.13189647304977462,0.22018656239230774
isGood,1580237570153246,0.0,0.0,1.0,1.0
quality,1580237570153824,4.0,2.0,1.0,1.0
alpha_absolute,1580237570296836,0.40054507264148964,0.31435642867146046,0.3552890502377765,1.077549263585172
beta_absolute,1580237570298337,0.5428348904436071,0.20668877020002357,0.009377559718718821,0.6733792522043162
theta_absolute,1580237570300551,0.25022166916475674,0.3623549996410878,0.19741650379578599,0.9285983163109651
alpha_relative,1580237570302025,0.15411764865008637,0.09354243796282777,0.19421776033081856,0.31027140940484005
beta_relative,1580237570304103,0.2138662193640844,0.07300305356147883,0.08757445658499297,0.1223409214186959
theta_relative,1580237570305341,0.1090257218919588,0.10447376730073615,0.13502568687135746,0.22018656239230774
isGood,1580237570306699,0.0,0.0,1.0,0.0
quality,1580237570307362,4.0,2.0,1.0,1.0
alpha_absolute,1580237570347893,0.40054507264148964,0.31435642867146046,0.3445653960237439,1.077549263585172
beta_absolute,1580237570349026,0.5428348904436071,0.20668877020002357,-0.03506991866372914,0.6733792522043162
theta_absolute,1580237570350679,0.25022166916475674,0.3623549996410878,0.16435163080748919,0.9285983163109651
alpha_relative,1580237570351536,0.15411764865008637,0.09354243796282777,0.22887137029841734,0.31027140940484005
beta_relative,1580237570352281,0.2138662193640844,0.07300305356147883,0.09548961781650508,0.1223409214186959
theta_relative,1580237570353062,0.1090257218919588,0.10447376730073615,0.1511394037622226,0.22018656239230774
isGood,1580237570355254,0.0,0.0,1.0,0.0
quality,1580237570356018,4.0,2.0,1.0,1.0
alpha_absolute,1580237570443551,0.40054507264148964,0.31435642867146046,0.3444232987997257,1.077549263585172
beta_absolute,1580237570444564,0.5428348904436071,0.20668877020002357,-0.0748665833693908,0.6733792522043162
theta_absolute,1580237570445239,0.25022166916475674,0.3623549996410878,0.13765398035740095,0.9285983163109651
alpha_relative,1580237570445847,0.15411764865008637,0.09354243796282777,0.26650170825817376,0.31027140940484005
beta_relative,1580237570446397,0.2138662193640844,0.07300305356147883,0.10148692995091477,0.1223409214186959
theta_relative,1580237570446960,0.1090257218919588,0.10447376730073615,0.16555056936594428,0.22018656239230774
isGood,1580237570447589,0.0,0.0,1.0,0.0
quality,1580237570447827,4.0,2.0,1.0,1.0
alpha_absolute,1580237570543396,0.40054507264148964,0.31435642867146046,0.343287083088289,1.077549263585172
beta_absolute,1580237570544863,0.5428348904436071,0.20668877020002357,-0.1047270194361908,0.6733792522043162
theta_absolute,1580237570552251,0.25022166916475674,0.3623549996410878,0.12360463971929166,0.9285983163109651
alpha_relative,1580237570553155,0.15411764865008637,0.09354243796282777,0.28869915776975785,0.31027140940484005
beta_relative,1580237570554047,0.2138662193640844,0.07300305356147883,0.10290380043274397,0.1223409214186959
theta_relative,1580237570554895,0.1090257218919588,0.10447376730073615,0.17408569013858882,0.22018656239230774
isGood,1580237570557095,0.0,0.0,1.0,0.0
quality,1580237570557704,2.0,2.0,1.0,1.0
alpha_absolute,1580237570693823,0.40054507264148964,0.31435642867146046,0.33900033490247783,1.077549263585172
beta_absolute,1580237570697038,0.5428348904436071,0.20668877020002357,-0.12326984488210184,0.6733792522043162
theta_absolute,1580237570702672,0.25022166916475674,0.3623549996410878,0.11933716632888036,0.9285983163109651
alpha_relative,1580237570703889,0.15411764865008637,0.09354243796282777,0.29901464131405175,0.31027140940484005
beta_relative,1580237570704924,0.2138662193640844,0.07300305356147883,0.10313884754760391,0.1223409214186959
theta_relative,1580237570705840,0.1090257218919588,0.10447376730073615,0.18031393270706245,0.22018656239230774
isGood,1580237570706832,0.0,0.0,1.0,0.0
