data_type,timestamp,EEG1,EEG2,EEG3,EEG4
beta_relative,1580237544259954,NaN,0.18302046280499493,0.11433798572228639,0.06954922132449559
theta_relative,1580237544261200,NaN,0.13174080383852213,0.1598836034838761,0.410189278894917
isGood,1580237544263088,0.0,0.0,0.0,0.0
quality,1580237544263764,4.0,1.0,1.0,2.0
alpha_absolute,1580237544347934,0.0,0.2883368728705458,-0.07965305820282033,1.210182811220894
beta_absolute,1580237544349178,0.0,0.39026925612874636,-0.40477341713921283,0.7871183721287258
theta_absolute,1580237544350589,0.0,0.24748991594331388,-0.22872877420010684,1.5578104051882116
alpha_relative,1580237544351641,NaN,0.14473290061560753,0.23929978390419374,0.18422845546220482
beta_relative,1580237544352589,NaN,0.18302046280499493,0.11319361957080647,0.06954922132449559
theta_relative,1580237544353491,NaN,0.13174080383852213,0.16977220544131702,0.410189278894917
isGood,1580237544357459,0.0,0.0,0.0,0.0
quality,1580237544358151,4.0,1.0,1.0,2.0
alpha_absolute,1580237544460442,0.0,0.2883368728705458,-0.07965305820282033,1.210182811220894
beta_absolute,1580237544461855,0.0,0.39026925612874636,-0.40850157464947723,0.7871183721287258
theta_absolute,1580237544463098,0.0,0.24748991594331388,-0.2081086816749168,1.5578104051882116
alpha_relative,1580237544464314,NaN,0.14473290061560753,0.23609394231314096,0.18422845546220482
beta_relative,1580237544465631,NaN,0.18302046280499493,0.11072261333028276,0.06954922132449559
theta_relative,1580237544468206,NaN,0.13174080383852213,0.17564234253644773,0.410189278894917
isGood,1580237544472098,0.0,0.0,0.0,0.0
quality,1580237544472900,4.0,1.0,1.0,2.0
alpha_absolute,1580237544556454,0.0,0.2883368728705458,-0.08415123056377742,1.210182811220894
beta_absolute,1580237544557301,0.0,0.39026925612874636,-0.40940452984625547,0.7871183721287258
theta_absolute,1580237544557985,0.0,0.24748991594331388,-0.19794534782585965,1.5578104051882116
alpha_relative,1580237544558665,NaN,0.14473290061560753,0.2281444198139863,0.18422845546220482
beta_relative,1580237544559855,NaN,0.18302046280499493,0.10788387857350945,0.06954922132449559
theta_relative,1580237544560562,NaN,0.13174080383852213,0.1755560228679354,0.410189278894917
isGood,1580237544561198,0.0,0.0,0.0,0.0
quality,1580237544561475,4.0,1.0,1.0,2.0
alpha_absolute,1580237544674897,0.0,0.2883368728705458,-0.12215902823015555,1.210182811220894
beta_absolute,1580237544676641,0.0,0.39026925612874636,-0.4078331861986501,0.7871183721287258
theta_absolute,1580237544678318,0.0,0.24748991594331388,-0.2030073781705879,1.5578104051882116
alpha_relative,1580237544680403,NaN,0.14473290061560753,0.20707889987686295,0.18422845546220482
beta_relative,1580237544681615,NaN,0.18302046280499493,0.10726590250017151,0.06954922132449559
theta_relative,1580237544682584,NaN,0.13174080383852213,0.1719046004000927,0.410189278894917
isGood,1580237544683595,0.0,0.0,0.0,0.0
quality,1580237544684351,4.0,1.0,1.0,2.0
alpha_absolute,1580237544745301,0.0,0.2883368728705458,-0.14915145072459432,1.210182811220894
beta_absolute,1580237544746374,0.0,0.39026925612874636,-0.4068126912371637,0.7871183721287258
theta_absolute,1580237544747299,0.0,0.24748991594331388,-0.22393360912332227,1.5578104051882116
alpha_relative,1580237544748178,NaN,0.14473290061560753,0.1939098098762729,0.18422845546220482
beta_relative,1580237544749142,NaN,0.18302046280499493,0.10713676779786889,0.06954922132449559
theta_relative,1580237544752471,NaN,0.13174080383852213,0.1632366307173481,0.410189278894917
isGood,1580237544754297,0.0,0.0,0.0,0.0
quality,1580237544755720,4.0,1.0,1.0,2.0
alpha_absolute,1580237544816547,0.0,0.2883368728705458,-0.15885022079274802,1.210182811220894
beta_absolute,1580237544817346,0.0,0.39026925612874636,-0.40863253622016177,0.7871183721287258
theta_absolute,1580237544817938,0.0,0.24748991594331388,-0.25355709291385825,1.5578104051882116
alpha_relative,1580237544818483,NaN,0.14473290061560753,0.1902469721610012,0.18422845546220482
beta_relative,1580237544818987,NaN,0.18302046280499493,0.10703737211298468,0.06954922132449559
theta_relative,1580237544819580,NaN,0.13174080383852213,0.15297162544887896,0.410189278894917
isGood,1580237544820104,0.0,0.0,0.0,0.0
quality,1580237544820378,4.0,1.0,1.0,2.0
alpha_absolute,1580237544923736,0.0,0.2883368728705458,-0.17596854594881675,1.210182811220894
beta_absolute,1580237544925116,0.0,0.39026925612874636,-0.4149133775409577,0.7871183721287258
theta_absolute,1580237544926499,0.0,0.24748991594331388,-0.2787324429490393,1.5578104051882116
alpha_relative,1580237544927805,NaN,0.14473290061560753,0.1829911279029377,0.18422845546220482
beta_relative,1580237544929043,NaN,0.18302046280499493,0.10555655366521802,0.06954922132449559
theta_relative,1580237544930458,NaN,0.13174080383852213,0.14443290189038016,0.410189278894917
isGood,1580237544931595,0.0,0.0,0.0,0.0
quality,1580237544932203,4.0,1.0,1.0,2.0
alpha_absolute,1580237545064465,0.0,0.2883368728705458,-0.22011159667980765,1.210182811220894
beta_absolute,1580237545065961,0.0,0.39026925612874636,-0.4229134570236274,0.7871183721287258
theta_absolute,1580237545067219,0.0,0.24748991594331388,-0.28660383398288514,1.5578104051882116
alpha_relative,1580237545068699,NaN,0.14473290061560753,0.16166672001709365,0.18422845546220482
beta_relative,1580237545071489,NaN,0.18302046280499493,0.10134883639869585,0.06954922132449559
theta_relative,1580237545073615,NaN,0.13174080383852213,0.13871658542506585,0.410189278894917
isGood,1580237545074551,0.0,0.0,0.0,0.0
quality,1580237545075078,4.0,1.0,1.0,2.0
alpha_absolute,1580237545185911,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545188056,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545190676,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545192639,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545193687,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545194684,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545195632,0.0,0.0,0.0,0.0
quality,1580237545196165,4.0,1.0,1.0,2.0
alpha_absolute,1580237545263984,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545265198,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545266384,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545267314,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545268083,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545268869,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545270664,0.0,0.0,0.0,0.0
quality,1580237545271419,4.0,1.0,1.0,2.0
alpha_absolute,1580237545358798,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545359767,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545360424,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545361028,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545361590,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545362116,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545362722,0.0,0.0,0.0,0.0
quality,1580237545362979,4.0,1.0,1.0,2.0
alpha_absolute,1580237545481944,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545484427,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545485621,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545486556,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545487519,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545488584,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545489749,0.0,0.0,0.0,0.0
quality,1580237545490369,4.0,1.0,1.0,2.0
alpha_absolute,1580237545569992,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545570762,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545571372,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545571942,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545572447,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545572979,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545573474,0.0,0.0,0.0,0.0
quality,1580237545573709,4.0,1.0,1.0,2.0
alpha_absolute,1580237545683135,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545683876,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545684431,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545684987,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545685531,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545686052,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545686583,0.0,0.0,0.0,0.0
quality,1580237545686834,4.0,1.0,1.0,2.0
alpha_absolute,1580237545791805,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545792673,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545794367,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545796435,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545797498,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545804600,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545805439,0.0,0.0,0.0,0.0
quality,1580237545805872,4.0,1.0,1.0,2.0
alpha_absolute,1580237545867220,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545867980,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545868562,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545869116,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545869810,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545870459,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545871013,0.0,0.0,0.0,0.0
quality,1580237545871259,4.0,4.0,1.0,2.0
alpha_absolute,1580237545969619,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237545970955,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237545972807,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237545976709,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237545977780,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237545980149,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237545981638,0.0,0.0,0.0,0.0
quality,1580237545982328,4.0,4.0,1.0,4.0
alpha_absolute,1580237546050617,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546052328,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546053504,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546054635,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546055611,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546056571,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546057526,0.0,0.0,0.0,0.0
quality,1580237546058126,4.0,4.0,1.0,4.0
alpha_absolute,1580237546165230,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546166783,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546168021,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546169095,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546170492,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546171692,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546172668,0.0,0.0,0.0,0.0
quality,1580237546173229,4.0,4.0,1.0,2.0
alpha_absolute,1580237546312480,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546314588,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546317587,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546320489,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546322122,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546323523,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546324922,0.0,0.0,0.0,0.0
quality,1580237546325744,4.0,4.0,1.0,4.0
alpha_absolute,1580237546396998,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546397828,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546398418,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546398955,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546399579,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546400108,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546400659,0.0,0.0,0.0,0.0
quality,1580237546400903,4.0,4.0,1.0,4.0
alpha_absolute,1580237546496559,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546497472,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546498204,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546498951,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546500072,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546500724,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546501333,0.0,0.0,0.0,0.0
quality,1580237546501578,4.0,4.0,1.0,4.0
alpha_absolute,1580237546603822,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546605763,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546607546,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546608981,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546610532,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546611648,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546612896,0.0,0.0,0.0,0.0
quality,1580237546613475,4.0,2.0,1.0,4.0
alpha_absolute,1580237546687809,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546689303,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546690880,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546691969,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546693415,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546694461,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546695556,0.0,0.0,0.0,0.0
quality,1580237546696094,4.0,1.0,1.0,4.0
alpha_absolute,1580237546755841,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546756432,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546756831,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546757188,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546757524,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546758581,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546759843,0.0,0.0,0.0,0.0
quality,1580237546760844,4.0,1.0,1.0,4.0
alpha_absolute,1580237546897410,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546898448,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237546900370,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237546901537,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237546902351,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237546903104,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237546903939,0.0,0.0,0.0,0.0
quality,1580237546904405,4.0,1.0,1.0,4.0
alpha_absolute,1580237546998419,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237546999767,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547001061,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547002256,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547003198,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547004029,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547005565,0.0,0.0,0.0,0.0
quality,1580237547006315,4.0,1.0,1.0,4.0
alpha_absolute,1580237547067300,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547068211,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547068867,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547070103,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547070715,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547071222,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547071742,0.0,0.0,0.0,0.0
quality,1580237547071987,4.0,2.0,1.0,4.0
alpha_absolute,1580237547203813,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547205758,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547211942,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547213434,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547214389,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547215236,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547216083,0.0,0.0,0.0,0.0
quality,1580237547216553,4.0,2.0,1.0,4.0
alpha_absolute,1580237547276308,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547277390,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547278517,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547280270,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547281419,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547282508,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547283388,0.0,0.0,0.0,0.0
quality,1580237547283931,4.0,4.0,1.0,4.0
alpha_absolute,1580237547389889,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547394635,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547396037,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547397059,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547397909,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547398730,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547400225,0.0,0.0,0.0,0.0
quality,1580237547400884,4.0,4.0,1.0,4.0
alpha_absolute,1580237547502731,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547503942,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547505192,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547507075,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547508140,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547509007,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547511814,0.0,0.0,0.0,0.0
quality,1580237547512462,2.0,4.0,1.0,2.0
alpha_absolute,1580237547593833,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547594567,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547595120,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547595635,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547596148,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547596676,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547597189,0.0,0.0,0.0,0.0
quality,1580237547597419,2.0,4.0,1.0,2.0
alpha_absolute,1580237547697952,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547699486,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547700541,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547701540,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547702410,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547703248,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547704171,0.0,0.0,0.0,0.0
quality,1580237547706847,2.0,4.0,1.0,2.0
alpha_absolute,1580237547797218,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547799028,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547802164,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547803727,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547804750,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547805893,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547807112,0.0,0.0,0.0,0.0
quality,1580237547807723,2.0,4.0,1.0,2.0
alpha_absolute,1580237547896190,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547900787,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547903300,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547904510,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547905705,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547907548,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547908619,0.0,0.0,0.0,0.0
quality,1580237547909310,4.0,4.0,1.0,2.0
alpha_absolute,1580237547975590,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237547976889,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237547978229,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237547979080,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237547980200,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237547980777,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237547981312,0.0,0.0,0.0,0.0
quality,1580237547981527,4.0,4.0,1.0,2.0
alpha_absolute,1580237548109080,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237548110315,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237548111627,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237548113957,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237548115320,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237548116783,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237548118398,0.0,0.0,0.0,0.0
quality,1580237548119049,4.0,4.0,1.0,2.0
alpha_absolute,1580237548215922,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237548217989,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237548219129,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237548220428,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237548221654,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237548222805,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237548223779,0.0,0.0,0.0,0.0
quality,1580237548224453,4.0,4.0,1.0,4.0
alpha_absolute,1580237548294072,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237548295615,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237548296922,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237548298181,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237548299410,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237548301250,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237548302337,0.0,0.0,0.0,0.0
quality,1580237548302961,4.0,4.0,1.0,4.0
alpha_absolute,1580237548407123,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237548408390,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237548409695,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237548411152,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237548412388,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237548413464,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237548416174,0.0,0.0,0.0,0.0
quality,1580237548416789,4.0,4.0,1.0,4.0
alpha_absolute,1580237548500985,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237548504568,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237548505694,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237548506620,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237548507463,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
theta_relative,1580237548508306,NaN,0.13174080383852213,0.13536801195813616,0.410189278894917
isGood,1580237548510963,0.0,0.0,0.0,0.0
quality,1580237548512111,2.0,4.0,1.0,4.0
alpha_absolute,1580237548609350,0.0,0.2883368728705458,-0.3039266371927199,1.210182811220894
beta_absolute,1580237548610681,0.0,0.39026925612874636,-0.42403644067578655,0.7871183721287258
theta_absolute,1580237548611857,0.0,0.24748991594331388,-0.27101040634238976,1.5578104051882116
alpha_relative,1580237548613045,NaN,0.14473290061560753,0.1254873129752182,0.18422845546220482
beta_relative,1580237548614287,NaN,0.18302046280499493,0.09516779708020316,0.06954922132449559
