data_type,timestamp,value
thetaAverage,1592902996725,0.15498547962044082
engagementLevel,1592902996725,1.7998212665579756
fatigureRatio1,1592902996725,1.1772363236982486
fatigueRatio2,1592902996725,0.9363604349016589
betaAverage,1592902996809,0.2722516392548694
alphaAverage,1592902996809,0.1530297118844811
thetaAverage,1592902996809,0.15498547962044082
engagementLevel,1592902996809,1.9340624699789302
fatigureRatio1,1592902996809,1.1313621190599055
fatigueRatio2,1592902996810,1.0127803137826992
betaAverage,1592902996811,0.2782052793535291
alphaAverage,1592902996811,0.1530297118844811
thetaAverage,1592902996811,0.15498547962044082
engagementLevel,1592902996811,1.9729675951689587
fatigureRatio1,1592902996811,1.1071507780896994
fatigueRatio2,1592902996811,1.0127803137826992
betaAverage,1592902996812,0.2782052793535291
alphaAverage,1592902996813,0.1530297118844811
thetaAverage,1592902996813,0.14188238153286936
engagementLevel,1592902996813,1.9598644970813872
fatigureRatio1,1592902996813,1.060052110091668
fatigueRatio2,1592902996813,0.9271557776961207
betaAverage,1592902996895,0.2782052793535291
alphaAverage,1592902996895,0.14159475809492425
thetaAverage,1592902996895,0.14188238153286936
engagementLevel,1592902996895,2.1066816657480523
fatigureRatio1,1592902996895,1.0189495335477272
fatigueRatio2,1592902996895,1.0020313141659685
betaAverage,1592902996896,0.276568606478938
alphaAverage,1592902996896,0.14159475809492425
thetaAverage,1592902996896,0.14188238153286936
engagementLevel,1592902996896,2.095122813594119
fatigureRatio1,1592902996896,1.0249794553214475
fatigueRatio2,1592902996896,1.0020313141659685
betaAverage,1592902996897,0.276568606478938
alphaAverage,1592902996897,0.14159475809492425
thetaAverage,1592902996897,0.12310109260481182
engagementLevel,1592902996897,2.0763415246660615
fatigureRatio1,1592902996897,0.9570712094537522
fatigueRatio2,1592902996897,0.8693901826668301
betaAverage,1592902997034,0.276568606478938
alphaAverage,1592902997034,0.1641646821299201
thetaAverage,1592902997034,0.12310109260481182
engagementLevel,1592902997034,1.8078033250865906
fatigureRatio1,1592902997034,1.0386781724505256
fatigueRatio2,1592902997034,0.7498634359574947
betaAverage,1592902997035,0.2804643402857049
alphaAverage,1592902997035,0.1641646821299201
thetaAverage,1592902997035,0.12310109260481182
engagementLevel,1592902997035,1.831533970169458
fatigureRatio1,1592902997035,1.0242506211024849
fatigueRatio2,1592902997035,0.7498634359574947
betaAverage,1592902997037,0.2804643402857049
alphaAverage,1592902997037,0.1641646821299201
thetaAverage,1592902997037,0.09669328665820867
engagementLevel,1592902997037,1.8051261642228549
fatigureRatio1,1592902997037,0.9300931752050782
fatigueRatio2,1592902997037,0.5890017597188505
betaAverage,1592902997113,0.2804643402857049
alphaAverage,1592902997114,0.1659535360228338
thetaAverage,1592902997114,0.09669328665820867
engagementLevel,1592902997114,1.7867105469539781
fatigureRatio1,1592902997114,0.9364713617905507
fatigueRatio2,1592902997114,0.582652765198715
betaAverage,1592902997115,0.2849410228027687
alphaAverage,1592902997115,0.1659535360228338
thetaAverage,1592902997115,0.09669328665820867
engagementLevel,1592902997115,1.8136860644653847
fatigureRatio1,1592902997115,0.9217585453212965
fatigueRatio2,1592902997115,0.582652765198715
betaAverage,1592902997116,0.2849410228027687
alphaAverage,1592902997116,0.1659535360228338
thetaAverage,1592902997116,0.1231231231231223
engagementLevel,1592902997115,1.8136860644653847
fatigureRatio1,1592902997115,0.9217585453212965
fatigueRatio2,1592902997115,0.582652765198715
