timestamp,value
1,0.7255585937402818
2,0.571865302704452
3,0.5446438609622258
4,0.6251052827387622
5,0.6092966431548416
6,0.6773293020518913
7,0.6843641557934141
8,0.6948612896573764
9,0.7388859271055457
10,0.7731267213712739
11,0.8893730433986946
12,0.9689429939647608
13,1.1322026978746882
14,1.1700166034099508
15,1.145265526142108
16,0.9182311271505258
17,0.7736779395207694
18,0.7075589720399197
19,0.7906248073491597
20,0.7021350636823775
21,0.6677545310812523
22,0.7577790718925892
23,0.851412859252146
24,0.6521098843859868
25,0.6203064437275947
26,0.6579489015498755
27,0.7667276725253607
28,0.7372012480402559
29,0.6204400030970593
30,0.7878375911962336
31,0.8124220145817275
32,0.7771711631492414
33,0.6858292236360429
34,0.7057754899444841
