timestamp,value
1,0.9660348182079511
2,0.9209763040072483
3,1.0156982704673716
4,1.0609568941146978
5,0.9618851318588253
6,0.8944085111962315
7,1.1442654923248419
8,1.2135185491181155
9,1.1300994078069986
10,1.1451257617873294
11,1.0198532307331016
12,0.9707905635819944
13,0.9397996727582766
14,1.0018478998890958
15,1.0165501564631165
16,0.8672707995084894
17,0.9873323191472088
18,1.0814583099111468
19,1.1783944477893002
20,1.1133282159253701
21,1.0125199970053433
22,1.00099509622243
23,1.013295699930616
24,1.0200605787276764
25,1.1219595766109152
26,1.0270915573290216
27,0.857478033979182
28,0.8876756465272246
29,0.9356560244354953
30,0.8619588594809424
31,0.9883967771805166
32,0.9772027756060564
33,1.107625680951821
34,1.2202662812704497
35,1.004409205498237
36,0.8978498522210275
37,0.8850909297602122
38,0.8651740802216679
39,0.9537970564754716
40,1.1312852933483926
41,1.0360271314308078
42,0.9597783636737518
43,1.013686567177841
44,1.315048123466949
45,1.3509103267630806
46,1.2155821670729696
47,1.2273950700404392
48,1.1053421231113765
49,1.133151212670285
50,1.2085908645291807
51,1.1017257089923072
52,0.9228360792744112
53,0.8639216010917258
54,0.891239419784084
