timestamp,value
1,1.3918755243007772
2,1.2654479435935877
3,1.2313774765786252
4,1.4300518569418936
5,1.2657552579312839
6,1.759988373465986
7,1.7231126141653317
8,1.9183113497577353
9,2.7799172551935043
10,2.605076043002371
11,3.8352790373183043
12,2.8762509048525686
13,2.897714920540778
14,4.352712891952899
15,3.700768282569554
16,4.200379719074195
17,3.3149628878165647
18,3.4949298828634423
19,3.1110041081593067
20,3.0696658218114288
21,2.9526425057781434
22,2.770887404571843
23,3.415917882272496
24,1.8892249420728628
25,2.5518314402582107
26,3.01745101160417
27,4.153845753483522
28,2.7453830832522375
29,2.7910960356370134
30,2.166157847263455
31,2.289725032877093
32,2.620152421411464
33,2.2736277960901203
34,2.471622414449233
35,2.261719519757993
36,1.8805020533711732
37,2.107878083676166
38,2.409765039542173
39,2.1153338153819368
40,3.2061539805058596
41,2.3331982460460567
42,1.6679905238490054
43,1.2483167534879418
44,1.2193371473470773
45,1.2765078625637478
46,1.2419462069521316
47,1.370718467507116
48,1.4335588116074318
49,2.350175962791858
50,2.6931011978755217
51,1.925722446630826
52,2.5036261990573765
53,2.25050178465467
54,2.4423643627984255
55,3.267354993346423
56,2.573274314413954
