timestamp,value
1,0.6918843839374171
2,0.7037319381280522
3,0.6671023282638011
4,0.7128734639814442
5,0.6559565872961113
6,0.6451777024227985
7,0.7097465165397923
8,0.8362587410210706
9,0.6275058684724678
10,0.6530379187254365
11,0.5674176403383573
12,0.49843289586951617
13,0.5419945130440819
14,0.5884941141843448
15,0.5456582071537214
16,0.5542802586899902
17,0.6208243503489722
18,0.5607854619524274
19,0.5484805552898456
20,0.5850949504744681
21,0.6013006614559202
22,0.5899721249185809
23,0.6170061725037932
24,0.6035960920048082
25,0.5668175442623289
26,0.5880623004313817
27,0.622677915656204
28,0.5734982225395144
29,0.5780796476996896
30,0.5605284206427871
31,0.5925477049182533
32,0.6106129775398872
33,0.5932763890545043
34,0.5393977249668822
35,0.5583720906373569
36,0.5375926708286388
37,0.5573992438204208
38,0.5640826290258077
39,0.6033067051985617
40,0.6085940944224163
41,0.6229299952087417
42,0.6482460521041445
43,0.6143629566879352
44,0.6286654379530687
45,0.5457001018357932
46,0.6335513312644178
47,0.6298556106256735
48,0.5903287147881258
49,0.5277413543100554
50,0.5149677074689124
51,0.5158857294906867
52,0.6046541224448647
53,0.5073540992143672
54,0.5791717661058832
55,0.6618220129437027
56,0.6459062679615281
57,0.6925796105745905
