data_type,timestamp,EEG1,EEG2,EEG3,EEG4
theta_absolute,1592897228916679,0.3596046938066413,-0.0434152762647267,0.0,0.07813815672886638
alpha_relative,1592897228917828,0.289147226823116,0.2880474487839534,NaN,0.30134658517456375
beta_relative,1592897228919103,0.16093345825764624,0.14147038556115155,NaN,0.21831153758299668
theta_relative,1592897228920548,0.24997763578155355,0.2286861250136138,NaN,0.19092032401241757
isGood,1592897228921964,1.0,1.0,0.0,1.0
quality,1592897228922540,1.0,1.0,2.0,1.0
alpha_absolute,1592897228975982,0.5095710534187677,0.053633833468512256,0.0,0.3798944673853023
beta_absolute,1592897228976947,0.15278832259256023,-0.2212015088228932,0.0,0.1382432399246504
theta_absolute,1592897228977575,0.3967557139257159,-0.07549014055324442,0.0,0.07858544440062039
alpha_relative,1592897228978203,0.32914584213129194,0.29672481537690437,NaN,0.3574352606621228
beta_relative,1592897228979064,0.14474569053869177,0.15758632440071835,NaN,0.20490198495357065
theta_relative,1592897228979805,0.25384758369545984,0.22040928933510778,NaN,0.17860284396455306
isGood,1592897228980531,1.0,1.0,0.0,1.0
quality,1592897228980769,1.0,1.0,2.0,1.0
alpha_absolute,1592897229113968,0.565225399576526,0.0699278390978903,0.0,0.4083327572292103
beta_absolute,1592897229115094,0.14535044489762255,-0.18595047123539837,0.0,0.14047588307489547
theta_absolute,1592897229116823,0.4156520814429614,-0.1073333693767001,0.0,0.08085891618092843
alpha_relative,1592897229117775,0.35885916920850924,0.31167294898215114,NaN,0.37725293850325925
beta_relative,1592897229118797,0.1364737397906982,0.17291027435111536,NaN,0.20359905463254496
theta_relative,1592897229119798,0.254302558302534,0.2072229737435723,NaN,0.1774838292853094
isGood,1592897229120786,1.0,1.0,0.0,1.0
quality,1592897229121272,1.0,1.0,2.0,1.0
alpha_absolute,1592897229195993,0.5730735183334043,0.09009871395804794,0.0,0.4243922968309519
beta_absolute,1592897229196894,0.13922711799274665,-0.1536379154844461,0.0,0.14378997044400155
theta_absolute,1592897229197463,0.42179500696331185,-0.1363925588195335,0.0,0.08132000696664389
alpha_relative,1592897229197986,0.3663579431478937,0.3232079803479656,NaN,0.3905254987084699
beta_relative,1592897229198788,0.1349146812831754,0.18439343129469513,NaN,0.20466664445210342
theta_relative,1592897229199613,0.25859915456503635,0.19186281081411696,NaN,0.1772462704978332
isGood,1592897229206524,1.0,1.0,0.0,1.0
quality,1592897229206886,1.0,1.0,2.0,1.0
alpha_absolute,1592897229289920,0.5730735183334043,0.10357385868938318,0.0,0.42817631088851404
beta_absolute,1592897229291052,0.13066000471132114,-0.12931277460151328,0.0,0.14824454192347494
theta_absolute,1592897229292027,0.41798777262568176,-0.1563602307809945,0.0,0.07209555185013311
alpha_relative,1592897229292945,0.37171607132044293,0.32643058228312033,NaN,0.3961290274991039
beta_relative,1592897229294056,0.13421400151692375,0.19094320432049372,NaN,0.20792413278265046
theta_relative,1592897229295111,0.2600911606658942,0.17941417409654636,NaN,0.17448412050642326
isGood,1592897229297963,1.0,1.0,0.0,1.0
quality,1592897229298516,1.0,1.0,2.0,1.0
alpha_absolute,1592897229375587,0.5730735183334043,0.10984185452285605,0.0,0.42817631088851404
beta_absolute,1592897229376639,0.1222920011498553,-0.1142947144987259,0.0,0.1540210986572199
theta_absolute,1592897229377379,0.4067375526096467,-0.16886760776184553,0.0,0.0501383292252485
alpha_relative,1592897229377972,0.37856066188544885,0.32526299107726864,NaN,0.39780451103327125
beta_relative,1592897229378850,0.13407690155695792,0.1941324262625237,NaN,0.21159942899265893
theta_relative,1592897229379760,0.2581068416477964,0.17120844748606903,NaN,0.1665834000387611
isGood,1592897229380751,1.0,1.0,0.0,1.0
quality,1592897229381065,1.0,1.0,2.0,1.0
alpha_absolute,1592897229498802,0.5730735183334043,0.10984185452285605,0.0,0.42817631088851404
beta_absolute,1592897229499833,0.11792095581903272,-0.10601770607713992,0.0,0.15831059311455267
theta_absolute,1592897229501136,0.3931322545400999,-0.18179352199361032,0.0,0.0254397851316741
alpha_relative,1592897229502409,0.3871840767692254,0.32375374949018143,NaN,0.3980697107807445
beta_relative,1592897229503436,0.13575784198987367,0.19694966489947646,NaN,0.2138422008473247
theta_relative,1592897229504288,0.25584458208420446,0.16541672960668238,NaN,0.15747898519820974
isGood,1592897229505154,1.0,1.0,0.0,1.0
quality,1592897229505410,1.0,1.0,2.0,1.0
alpha_absolute,1592897229578661,0.5730735183334043,0.11744155653123348,0.0,0.4290060646179993
beta_absolute,1592897229579547,0.11931949153787369,-0.09960851447982651,0.0,0.1576947318175673
theta_absolute,1592897229580118,0.3866597571382459,-0.20003492411274473,0.0,0.026714014218095387
alpha_relative,1592897229580699,0.3941288960428117,0.3289601878219352,NaN,0.3963058218870649
beta_relative,1592897229581546,0.13863862743210545,0.199569086741846,NaN,0.21218716951283922
theta_relative,1592897229582472,0.2565810131429178,0.1583677914780731,NaN,0.15694171782977132
isGood,1592897229583301,1.0,1.0,0.0,1.0
quality,1592897229583558,1.0,1.0,2.0,1.0
alpha_absolute,1592897229709291,0.5730735183334043,0.13212958487309234,0.0,0.4297120102869295
beta_absolute,1592897229710437,0.12475407906794206,-0.09142327227775153,0.0,0.1513172154544114
theta_absolute,1592897229711559,0.39504330963224377,-0.21880067416204577,0.0,0.07254315156809252
alpha_relative,1592897229712481,0.39422222566863535,0.33750134253110237,NaN,0.39080736928623844
beta_relative,1592897229713605,0.14041763892696765,0.20170777908217474,NaN,0.20585809503570937
theta_relative,1592897229714600,0.2616440703872864,0.1504337375294256,NaN,0.17170932686760731
isGood,1592897229717288,1.0,1.0,0.0,1.0
quality,1592897229717633,1.0,1.0,2.0,1.0
alpha_absolute,1592897229845309,0.5730735183334043,0.1418893853291258,0.0,0.42984867576471886
beta_absolute,1592897229850653,0.1312635218176863,-0.08227913057321214,0.0,0.14539490069235314
theta_absolute,1592897229854685,0.41780009037955085,-0.22659905348937845,0.0,0.1462144072440179
alpha_relative,1592897229860791,0.38542927124466725,0.3400176250859699,NaN,0.37959552096286864
beta_relative,1592897229862916,0.13935889604694668,0.202923766031483,NaN,0.19718201677357589
theta_relative,1592897229864299,0.26956981830097393,0.14555026175721233,NaN,0.19755444727403135
isGood,1592897229865720,1.0,1.0,0.0,1.0
quality,1592897229866608,1.0,1.0,2.0,1.0
alpha_absolute,1592897229913901,0.5730735183334043,0.1418893853291258,0.0,0.42984867576471886
beta_absolute,1592897229915104,0.1356476483197408,-0.07482943090591292,0.0,0.15142679640612075
theta_absolute,1592897229916606,0.4471621694690921,-0.2170832448459177,0.0,0.21942972750958864
alpha_relative,1592897229917330,0.3726776787060535,0.33469771843845264,NaN,0.3638095933848671
beta_relative,1592897229918269,0.13611547771883625,0.20320478747269508,NaN,0.1916250439801997
theta_relative,1592897229919136,0.27888299440797193,0.1464468793522191,NaN,0.22410688475706686
isGood,1592897229920003,1.0,1.0,0.0,1.0
quality,1592897229920256,1.0,1.0,2.0,1.0
alpha_absolute,1592897229993531,0.5730735183334043,0.1418893853291258,0.0,0.42984867576471886
beta_absolute,1592897229994329,0.1365833509742327,-0.06963540317118089,0.0,0.17400024341620066
theta_absolute,1592897229994932,0.47522558227092787,-0.19634935197358158,0.0,0.2799923910131239
alpha_relative,1592897229995476,0.3611349655828145,0.32833196165693435,NaN,0.34621969735493624
beta_relative,1592897229996501,0.1321841467764582,0.2017383074840358,NaN,0.19208937348352084
theta_relative,1592897229997353,0.2882847063042273,0.1506865272359005,NaN,0.24518589787092185
isGood,1592897229998349,1.0,1.0,0.0,1.0
quality,1592897229998641,1.0,1.0,2.0,1.0
alpha_absolute,1592897230130396,0.5730735183334043,0.1418893853291258,0.0,0.42984867576471886
beta_absolute,1592897230131554,0.1359972889951894,-0.06476683111333664,0.0,0.20548067245205578
theta_absolute,1592897230132593,0.49354356858507875,-0.17415664206089354,0.0,0.32659497196870046
alpha_relative,1592897230133527,0.3541142498137445,0.3223163162475996,NaN,0.3291525283652714
beta_relative,1592897230134781,0.12943960354724524,0.2002746928774556,NaN,0.1963492253195698
theta_relative,1592897230135762,0.29485836544595995,0.15568123332439937,NaN,0.25950366251021667
isGood,1592897230137495,1.0,1.0,0.0,1.0
quality,1592897230137874,1.0,1.0,2.0,1.0
alpha_absolute,1592897230189429,0.5730735183334043,0.1418893853291258,0.0,0.45300461667823777
beta_absolute,1592897230190337,0.1372014291347533,-0.05914560693061304,0.0,0.23472734186607183
theta_absolute,1592897230190911,0.4939649004318416,-0.15638238245678598,0.0,0.36087929426592275
alpha_relative,1592897230194170,0.35314806326900083,0.3172455846852224,NaN,0.32575991177318386
beta_relative,1592897230195001,0.12944483898855705,0.19969196668321473,NaN,0.19706993070900303
theta_relative,1592897230195803,0.2943392716968142,0.15963342020430113,NaN,0.2634949622003519
isGood,1592897230197099,1.0,1.0,0.0,1.0
quality,1592897230197391,1.0,1.0,2.0,1.0
alpha_absolute,1592897230337020,0.5812687008429083,0.15361145509728574,0.0,0.5150107171241588
beta_absolute,1592897230337841,0.1404404822958268,-0.05502090760045201,0.0,0.2559506487200786
theta_absolute,1592897230338565,0.47485542130824454,-0.1358624061397071,0.0,0.38526258661359053
alpha_relative,1592897230339258,0.3625142366543096,0.3175884954561704,NaN,0.3437640776859741
beta_relative,1592897230340222,0.13137019613209175,0.19644111890718483,NaN,0.189321712345654
theta_relative,1592897230341063,0.283734265677003,0.16307631927625385,NaN,0.2549836665222484
isGood,1592897230341979,1.0,1.0,0.0,1.0
quality,1592897230342241,1.0,1.0,2.0,1.0
alpha_absolute,1592897230416168,0.5986577489115152,0.17793431355161937,0.0,0.6092446831943907
beta_absolute,1592897230417166,0.14303120833699087,-0.05489160814689658,0.0,0.2726741238043708
theta_absolute,1592897230417805,0.4435394800173345,-0.0968540412812323,0.0,0.40562585427111536
alpha_relative,1592897230418392,0.3805832633427461,0.31753330601672186,NaN,0.38018473554317167
beta_relative,1592897230419314,0.13329785015620596,0.18576477393654722,NaN,0.17515563612347823
theta_relative,1592897230420244,0.26627562749309347,0.16865566380008018,NaN,0.23788981412878807
isGood,1592897230421100,1.0,1.0,0.0,1.0
quality,1592897230421394,1.0,1.0,2.0,1.0
alpha_absolute,1592897230507933,0.6040749484469566,0.207833548661754,0.0,0.7726344143910285
beta_absolute,1592897230509388,0.144673583021172,-0.05618261512386921,0.0,0.2925406704073331
theta_absolute,1592897230510571,0.4159605326455304,-0.016969666270138413,0.0,0.427531040357398
alpha_relative,1592897230511603,0.39127701117971164,0.30456055337829896,NaN,0.456632669238348
beta_relative,1592897230512732,0.13585729615975362,0.16582785728803406,NaN,0.15117265320224674
theta_relative,1592897230513794,0.25372888828773205,0.18149741251536045,NaN,0.2062830790995376
isGood,1592897230514875,1.0,1.0,0.0,1.0
quality,1592897230515318,1.0,1.0,2.0,1.0
alpha_absolute,1592897230610716,0.5639973490840404,0.25508713782519193,0.0,0.9000300514244804
beta_absolute,1592897230611680,0.1488697312878809,-0.053450580561638955,0.0,0.31951831220399407
theta_absolute,1592897230612339,0.4023666544094695,0.09304801230490098,0.0,0.4500377471464859
alpha_relative,1592897230612907,0.3731253798229374,0.28869810568285553,NaN,0.5144154370414297
beta_relative,1592897230613769,0.14345879307199608,0.14187511149760457,NaN,0.135145706692479
theta_relative,1592897230614655,0.2571722448866993,0.19879470323902657,NaN,0.18252471901010206
isGood,1592897230615514,1.0,1.0,0.0,1.0
quality,1592897230615827,1.0,1.0,2.0,1.0
alpha_absolute,1592897230726638,0.5355425647913928,0.30902717474498703,0.0,0.9960376879396297
beta_absolute,1592897230727971,0.15833117526021767,-0.04363864861883184,0.0,0.3530921432016471
theta_absolute,1592897230730034,0.40079193839560606,0.1969239122042599,0.0,0.46822908627428306
alpha_relative,1592897230731909,0.3571220067436677,0.277953251889157,NaN,0.5546792007053164
beta_relative,1592897230734609,0.1498322232662376,0.12339737922420153,NaN,0.12621074674790927
theta_relative,1592897230735631,0.26185808465006355,0.21471802155599368,NaN,0.16452552276130433
isGood,1592897230736537,1.0,1.0,0.0,1.0
quality,1592897230736795,1.0,1.0,2.0,1.0
alpha_absolute,1592897230821252,0.547281988463168,0.3304889005632622,0.0,1.0678906297592932
beta_absolute,1592897230822048,0.1705963309171269,-0.02824697687622834,0.0,0.3882445799580769
theta_absolute,1592897230822694,0.40452162163208466,0.2690306790734875,0.0,0.48125816466623283
alpha_relative,1592897230823266,0.35951016881502923,0.26263404872097046,NaN,0.5826706751809485
beta_relative,1592897230824151,0.15101688971020918,0.1149781062459031,NaN,0.12183641500253757
theta_relative,1592897230825009,0.2587919792894162,0.2279779306416745,NaN,0.1509352561931392
isGood,1592897230825896,1.0,1.0,0.0,1.0
quality,1592897230826267,1.0,1.0,2.0,1.0
alpha_absolute,1592897230966477,0.5602099186865037,0.3304889005632622,0.0,1.0959655061732183
beta_absolute,1592897230967590,0.1786208052762797,-0.011479340311509711,0.0,0.4178663004178171
theta_absolute,1592897230968765,0.40665120805996713,0.30501189168960635,0.0,0.49047472421769567
alpha_relative,1592897230970103,0.36248803189825063,0.25069445481918834,NaN,0.589727843041853
beta_relative,1592897230971661,0.15055825024285113,0.11407132520149708,NaN,0.12375205715094892
theta_relative,1592897230972600,0.25452764639043357,0.236411021165916,NaN,0.1462718825247188
isGood,1592897230973576,1.0,1.0,0.0,1.0
quality,1592897230973973,1.0,1.0,2.0,1.0
alpha_absolute,1592897231051548,0.5649693556899515,0.3304889005632622,0.0,1.097544250113344
beta_absolute,1592897231052475,0.18059936195149773,0.002966445269848543,0.0,0.4384229781334362
theta_absolute,1592897231053032,0.4033832311951534,0.3176485131339114,0.0,0.49428255420538003
alpha_relative,1592897231053639,0.362883906769812,0.24595143269436281,NaN,0.5866285116785301
beta_relative,1592897231054514,0.14976064944253767,0.1156982796683474,NaN,0.12860027432952595
theta_relative,1592897231055387,0.250139100606863,0.23878605978053666,NaN,0.14625188459747399
isGood,1592897231056468,1.0,1.0,0.0,1.0
quality,1592897231056776,1.0,1.0,2.0,1.0
alpha_absolute,1592897231161728,0.5682306986928647,0.3304889005632622,0.0,1.097544250113344
beta_absolute,1592897231163054,0.18129019985194006,0.012276919965235805,0.0,0.4521414630663952
theta_absolute,1592897231164226,0.3938473640374505,0.32318324976483837,0.0,0.4859705009033088
alpha_relative,1592897231165512,0.3664829933969321,0.24348100740093787,NaN,0.587825192096443
beta_relative,1592897231168533,0.1503534255490508,0.11701811807959472,NaN,0.13299809102382093
theta_relative,1592897231170041,0.2452847181399853,0.2394194557225555,NaN,0.14377204337634072
isGood,1592897231172533,1.0,1.0,0.0,1.0
quality,1592897231173181,1.0,1.0,2.0,1.0
alpha_absolute,1592897231252930,0.5742489750087717,0.3304889005632622,0.0,1.097544250113344
beta_absolute,1592897231253679,0.18640974801289112,0.01632743068378672,0.0,0.4645164851812919
theta_absolute,1592897231254216,0.3777186903866331,0.32928873549515425,0.0,0.4609034129005834
alpha_relative,1592897231254765,0.37582195764166143,0.24177241298163119,NaN,0.5922841250087756
beta_relative,1592897231255592,0.153866092014215,0.11728575694301625,NaN,0.1378803342228856
theta_relative,1592897231256439,0.23902969967700752,0.24110520156118007,NaN,0.13673801000983238
isGood,1592897231257269,1.0,1.0,0.0,1.0
quality,1592897231257571,1.0,1.0,2.0,1.0
alpha_absolute,1592897231311193,0.5787097054026095,0.32941890214547237,0.0,1.097544250113344
beta_absolute,1592897231311865,0.1947297747658496,0.017150835238939854,0.0,0.476483537006621
theta_absolute,1592897231312253,0.35714052363434823,0.3342879984453898,0.0,0.4224526870865073
alpha_relative,1592897231312649,0.3878195000491456,0.24087635817610087,NaN,0.5979989936580808
beta_relative,1592897231313219,0.16019527839807843,0.11736162374749347,NaN,0.1431000350161449
theta_relative,1592897231313870,0.23284153859141585,0.24359214109125987,NaN,0.1263597884403888
isGood,1592897231314512,1.0,1.0,0.0,1.0
quality,1592897231314695,1.0,1.0,2.0,1.0
alpha_absolute,1592897231427468,0.5833500405724957,0.3277156153637618,0.0,1.0974295273781918
beta_absolute,1592897231429757,0.20201287400841406,0.017547674336338203,0.0,0.4827707412489189
theta_absolute,1592897231431824,0.3333820981256054,0.334210505478633,0.0,0.3795540439853215
alpha_relative,1592897231433608,0.4015554088652891,0.24085723292552627,NaN,0.6040958905898698
beta_relative,1592897231435835,0.16688154567030242,0.11792116242340056,NaN,0.14670573626121375
theta_relative,1592897231438834,0.2258278696827231,0.24448633080277046,NaN,0.1156725735236147
isGood,1592897231440551,1.0,1.0,0.0,1.0
quality,1592897231441081,1.0,1.0,2.0,1.0
alpha_absolute,1592897231562145,0.586711003945577,0.3277156153637618,0.0,1.0961651204558522
beta_absolute,1592897231563112,0.20728708704545018,0.01744289909205884,0.0,0.4797786589958668
theta_absolute,1592897231563705,0.30211340147205484,0.3283807101941751,0.0,0.3367533330415414
alpha_relative,1592897231564235,0.4148381320656177,0.24176072752145136,NaN,0.6107503381852115
beta_relative,1592897231565051,0.17316286121129765,0.11833495163958808,NaN,0.14773291072985575
theta_relative,1592897231565913,0.21541754272856112,0.2421312525971386,NaN,0.10628009372020143
isGood,1592897231566838,1.0,1.0,0.0,1.0
quality,1592897231567126,1.0,1.0,2.0,1.0
alpha_absolute,1592897231648560,0.6083180620080885,0.3277156153637618,0.0,1.0961651204558522
beta_absolute,1592897231649693,0.21725631534297155,0.02046430757611673,0.0,0.47077878080521596
theta_absolute,1592897231650664,0.2665371385759438,0.32382291394287116,0.0,0.2923337308565434
alpha_relative,1592897231651561,0.43314250379646096,0.23935109345995156,NaN,0.6197576707235656
beta_relative,1592897231653984,0.17602285307432392,0.11797340328488154,NaN,0.14683702303918275
theta_relative,1592897231655158,0.19717410547517483,0.2372153095948879,NaN,0.09736223193668998
isGood,1592897231656774,1.0,1.0,0.0,1.0
quality,1592897231657380,1.0,1.0,2.0,1.0
alpha_absolute,1592897231714419,0.622939256664,0.35080265510786374,0.0,1.0961651204558522
beta_absolute,1592897231715260,0.24164280466486596,0.03284018753108202,0.0,0.4624937514675602
theta_absolute,1592897231715800,0.25079943090049883,0.33718876525436314,0.0,0.24517886685486884
alpha_relative,1592897231716411,0.4321223300958759,0.23711118375175483,NaN,0.629363355947187
beta_relative,1592897231717312,0.17960162312869013,0.11402224066382063,NaN,0.1462952023469523
theta_relative,1592897231718231,0.18342852908772653,0.2297937163504722,NaN,0.08869828022337249
isGood,1592897231719056,1.0,1.0,0.0,1.0
quality,1592897231719345,1.0,1.0,2.0,1.0
alpha_absolute,1592897231818751,0.6228405162396936,0.3855950390626577,0.0,1.0959435539104578
beta_absolute,1592897231820116,0.28447617664333674,0.05645228952533537,0.0,0.45687442702252345
theta_absolute,1592897231821948,0.282176752651846,0.3749052151155117,0.0,0.19935747753844668
alpha_relative,1592897231823074,0.4040267097237871,0.2310433757875938,NaN,0.6381186826180918
beta_relative,1592897231824378,0.18537268359442874,0.10828062949507286,NaN,0.14649821498675855
theta_relative,1592897231825654,0.18439379948282072,0.22542584043405792,NaN,0.08096836759800204
isGood,1592897231827203,1.0,1.0,0.0,1.0
quality,1592897231827782,1.0,1.0,2.0,1.0
alpha_absolute,1592897231908607,0.6238641357723517,0.4207968888102727,0.0,1.0937801256488928
beta_absolute,1592897231909514,0.3401735671616454,0.08324729732676471,0.0,0.44879180785973954
theta_absolute,1592897231910127,0.3508279654135263,0.4198514247538279,0.0,0.15752848970872121
alpha_relative,1592897231910716,0.3678321033106019,0.22594241912644558,NaN,0.6454413886834471
beta_relative,1592897231911571,0.19140754891331227,0.10385996762383144,NaN,0.14617344858499678
theta_relative,1592897231912543,0.19616135833252787,0.22545107491973485,NaN,0.07474896350989407
isGood,1592897231913491,1.0,1.0,0.0,1.0
quality,1592897231913746,1.0,1.0,2.0,1.0
alpha_absolute,1592897232043312,0.6265595976223841,0.420892535009835,0.0,1.0916943136725155
beta_absolute,1592897232044801,0.39731393954021377,0.10062250514608978,0.0,0.43261756873458146
theta_absolute,1592897232046285,0.41939775234479626,0.444152298299151,0.0,0.11755349560602028
alpha_relative,1592897232047515,0.3382138695438427,0.21745387951334272,NaN,0.6539932190532216
beta_relative,1592897232048826,0.19950131156663553,0.10401527707775796,NaN,0.1433826162106865
theta_relative,1592897232050100,0.20990827902036133,0.22941770103780448,NaN,0.06941165943766692
isGood,1592897232051359,1.0,1.0,0.0,1.0
quality,1592897232051878,1.0,1.0,2.0,1.0
alpha_absolute,1592897232148906,0.6116701164080506,0.4148693071457154,0.0,1.0786485268416004
beta_absolute,1592897232149761,0.44358117888784676,0.10130658534382152,0.0,0.40706509698964377
theta_absolute,1592897232150342,0.4672595376956213,0.43225484429806127,0.0,0.08006547010736723
alpha_relative,1592897232150908,0.3107278197528825,0.2196748821102153,NaN,0.6588862679644661
beta_relative,1592897232151825,0.2110042487465686,0.10671308622141613,NaN,0.14035472142065386
theta_relative,1592897232152662,0.22282789574412512,0.22864722724752948,NaN,0.06610394823410021
isGood,1592897232153502,1.0,1.0,0.0,1.0
quality,1592897232153763,1.0,1.0,2.0,1.0
alpha_absolute,1592897232250378,0.5662750463307675,0.4081701547976342,0.0,1.0265096141192895
beta_absolute,1592897232251425,0.4732430074448396,0.08685455255621125,0.0,0.3739765560014628
theta_absolute,1592897232253125,0.49719261557736016,0.3906448046393081,0.0,0.05161194508329623
alpha_relative,1592897232254134,0.2782105934952391,0.2308173502864631,NaN,0.6458941459857253
beta_relative,1592897232255114,0.22456476959375793,0.11014197225697467,NaN,0.14375676469884915
theta_relative,1592897232256028,0.23729644498437902,0.22168846740246143,NaN,0.06843270062759849
isGood,1592897232257480,1.0,1.0,0.0,1.0
quality,1592897232257748,1.0,1.0,2.0,1.0
alpha_absolute,1592897232353484,0.5323588982686867,0.3994058093995423,0.0,0.9416020637001467
beta_absolute,1592897232354870,0.48792116501866606,0.0650702879244221,0.0,0.33718818825963526
theta_absolute,1592897232355972,0.5183298035421086,0.342410804264703,0.0,0.03584294454911328
alpha_relative,1592897232357963,0.25746102963790224,0.2425239632391503,NaN,0.6164596136750495
beta_relative,1592897232361551,0.23242014537779163,0.11231018308729321,NaN,0.15328185739775593
theta_relative,1592897232363731,0.24927711344667597,0.2126961611339334,NaN,0.07658531635020407
isGood,1592897232365180,1.0,1.0,0.0,1.0
quality,1592897232365735,1.0,1.0,2.0,1.0
alpha_absolute,1592897232442974,0.5257930192049264,0.3825635496556139,0.0,0.861095589388201
beta_absolute,1592897232443847,0.4930780210706952,0.04350337188944055,0.0,0.30299883155114304
theta_absolute,1592897232444427,0.5345117951343492,0.3112795133201133,0.0,0.03343010190719894
alpha_relative,1592897232445000,0.25253894487102396,0.24494485416133865,NaN,0.5859054697197503
beta_relative,1592897232445824,0.23421427627181093,0.11220394907333218,NaN,0.1620805099934201
theta_relative,1592897232447417,0.25766008014668235,0.20786639481953323,NaN,0.08712886665434814
isGood,1592897232448208,1.0,1.0,0.0,1.0
quality,1592897232448435,1.0,1.0,2.0,1.0
alpha_absolute,1592897232565326,0.5257930192049264,0.38109465084552685,0.0,0.7504912448981862
beta_absolute,1592897232568268,0.49431589854248964,0.02608751018623538,0.0,0.2779009966979257
theta_absolute,1592897232569684,0.5443994558760132,0.3012834138474469,0.0,0.04843078250935093
alpha_relative,1592897232570808,0.2516701018621269,0.24824341163005706,NaN,0.5296874471834643
beta_relative,1592897232572140,0.23407471551440373,0.10961515202152095,NaN,0.17841420647734837
theta_relative,1592897232573402,0.2626866859900408,0.20656964072203546,NaN,0.10518630962800592
isGood,1592897232574675,1.0,1.0,0.0,1.0
quality,1592897232575244,1.0,1.0,2.0,1.0
alpha_absolute,1592897232630233,0.5257930192049264,0.38109465084552685,0.0,0.6312918479485603
beta_absolute,1592897232631030,0.49277360849988994,0.01309728751592957,0.0,0.2633386165903096
theta_absolute,1592897232631654,0.5468628029664804,0.3020560657247411,0.0,0.08497639858598637
alpha_relative,1592897232632273,0.25040917721411227,0.2495429279275898,NaN,0.4543023226092528
beta_relative,1592897232633107,0.23207632065336903,0.10694190179822145,NaN,0.19471155528765086
theta_relative,1592897232633943,0.2628572893276731,0.20802076123357136,NaN,0.1291307007413715
isGood,1592897232634764,1.0,1.0,0.0,1.0
quality,1592897232635023,1.0,1.0,1.0,1.0
alpha_absolute,1592897232786531,0.5236605826051524,0.38109465084552685,0.0,0.6010732907155297
beta_absolute,1592897232787629,0.4880557483788024,0.002349886811736879,0.0,0.25316365673873076
theta_absolute,1592897232788757,0.5443724676309067,0.3047437576062585,0.0,0.1373572057286971
alpha_relative,1592897232789797,0.2478668060212603,0.2504403255034025,NaN,0.4204393798756074
beta_relative,1592897232791481,0.22835658325090005,0.10470308922034183,NaN,0.1887094951953105
theta_relative,1592897232792427,0.2599742030626214,0.21006483937563578,NaN,0.14453975088343146
isGood,1592897232793228,1.0,1.0,0.0,1.0
quality,1592897232793471,1.0,1.0,1.0,1.0
alpha_absolute,1592897232844902,0.5042609831764803,0.38109465084552685,0.0,0.6963447096966491
beta_absolute,1592897232845675,0.4803988795470242,-0.007805259121660893,0.0,0.2420691787252395
theta_absolute,1592897232846329,0.5408144332820749,0.30703518196304475,0.0,0.19126613625699407
alpha_relative,1592897232846911,0.23831880482348058,0.25176430790372495,NaN,0.4568118244391156
beta_relative,1592897232847811,0.2255777230224921,0.10282394237715252,NaN,0.16049511045555576
theta_relative,1592897232848643,0.25924581977943567,0.2122925199555031,NaN,0.14277716803164917
isGood,1592897232849529,1.0,1.0,0.0,1.0
quality,1592897232849838,1.0,1.0,2.0,1.0
alpha_absolute,1592897232967241,0.48792874181773993,0.38109465084552685,0.0,0.7254072201004108
beta_absolute,1592897232968615,0.47102321833993965,-0.018466288682483095,0.0,0.23066765275413187
theta_absolute,1592897232969859,0.5382466519175519,0.3094953419908208,0.0,0.23697009484649378
alpha_relative,1592897232970954,0.23071257764843495,0.25376979263125043,NaN,0.4608685362235724
beta_relative,1592897232972235,0.22190431531014576,0.10112976202292244,NaN,0.14751544449812837
theta_relative,1592897232973437,0.2590533313107178,0.21519918187705064,NaN,0.1496717836924497
isGood,1592897232974824,1.0,1.0,0.0,1.0
quality,1592897232975365,1.0,1.0,2.0,1.0
alpha_absolute,1592897233052794,0.48564628623700234,0.38109465084552685,0.0,0.727073587652966
beta_absolute,1592897233053728,0.4607073340260335,-0.02885493178707736,0.0,0.22103743148930152
theta_absolute,1592897233054290,0.537369648678444,0.31183527297138036,0.0,0.27275010243161707
alpha_relative,1592897233054847,0.22950227302392062,0.25676760144103455,NaN,0.455179890636466
beta_relative,1592897233055704,0.21669457510411433,0.09990578614982144,NaN,0.14195376346149532
theta_relative,1592897233056615,0.2585296472720118,0.2189176846979201,NaN,0.15990409357933405
isGood,1592897233058794,1.0,1.0,0.0,1.0
quality,1592897233059226,1.0,1.0,2.0,1.0
alpha_absolute,1592897233167020,0.4829487277169101,0.38109465084552685,0.0,0.727073587652966
beta_absolute,1592897233169090,0.4476991872265447,-0.04480721649547554,0.0,0.21326475130938338
theta_absolute,1592897233170899,0.5359807631898188,0.30699232339731547,0.0,0.3013402531265707
alpha_relative,1592897233171854,0.22928733908576915,0.26367982806250073,NaN,0.45108505745777877
beta_relative,1592897233172992,0.21141243764831266,0.09889516046725698,NaN,0.1381814051476493
theta_relative,1592897233174019,0.25906700820353284,0.22231797571434858,NaN,0.16924860838555228
isGood,1592897233175060,1.0,1.0,0.0,1.0
quality,1592897233175505,1.0,1.0,2.0,1.0
alpha_absolute,1592897233249524,0.44980554897909625,0.3788253132750258,0.0,0.727073587652966
beta_absolute,1592897233250367,0.4269498150971407,-0.07705361837214154,0.0,0.20586533934889517
theta_absolute,1592897233251025,0.5262363583731364,0.2774133464984906,0.0,0.324611006778463
alpha_relative,1592897233251564,0.220800992902736,0.2818540797464865,NaN,0.44660232058959953
