data_type,timestamp,EEG1,EEG2,EEG3,EEG4
theta_relative,1592897296000516,0.16788771668541638,0.07593691569301499,0.07912163392427274,0.09172318973770321
isGood,1592897296002216,1.0,1.0,1.0,1.0
quality,1592897296002714,1.0,1.0,1.0,1.0
alpha_absolute,1592897296130691,0.29704072866411124,0.512110548216765,0.42770476438914584,0.4401802449500281
beta_absolute,1592897296132396,0.3549961318130678,0.7531075118557844,0.6811197944296336,0.5942756904817385
theta_absolute,1592897296134141,0.11994489400433307,0.19289344366276595,0.1957800677079347,-0.022235765277805988
alpha_relative,1592897296135471,0.23760172505791072,0.15790174442844038,0.13216296816328904,0.27017712878333194
beta_relative,1592897296138063,0.27152198038455677,0.2750324208757206,0.23687804695653256,0.38525122433158004
theta_relative,1592897296139886,0.15803517248033574,0.07571288993531558,0.07747919270669291,0.09316066325548666
isGood,1592897296141667,1.0,1.0,1.0,1.0
quality,1592897296142194,1.0,1.0,1.0,1.0
alpha_absolute,1592897296230945,0.2619562619361169,0.512110548216765,0.4242090920166946,0.4389387007709969
beta_absolute,1592897296233447,0.366757967738732,0.7309482197550509,0.6634469394110918,0.5728484677056662
theta_absolute,1592897296235530,0.08500334294933048,0.17173764385380447,0.19799664257772953,-0.04408654315696883
alpha_relative,1592897296237715,0.2263342738499926,0.16549876150293805,0.13433949449370605,0.2812154102375712
beta_relative,1592897296240601,0.2881058190282576,0.27392547263096184,0.23304594851126115,0.3827796867610852
theta_relative,1592897296243772,0.1505904410503884,0.07558260285801999,0.07979786286975697,0.09247277102855214
isGood,1592897296247254,1.0,1.0,1.0,1.0
quality,1592897296247959,1.0,1.0,1.0,1.0
alpha_absolute,1592897296310090,0.2509002485168905,0.512110548216765,0.4242090920166946,0.4452676808053651
beta_absolute,1592897296311484,0.37987468631618887,0.7155600984458457,0.6421419575319094,0.555832957049068
theta_absolute,1592897296312635,0.06246289644727741,0.1514400960693632,0.21764716368031847,-0.0635774863675685
alpha_relative,1592897296313633,0.22155115182831744,0.17213592430200358,0.13568246491203131,0.2918339793125265
beta_relative,1592897296315178,0.2981593617203874,0.2749926372929469,0.22410760285139555,0.37644465337947963
theta_relative,1592897296317560,0.14356106126664037,0.07502414654818931,0.08432605753174367,0.09042545232178037
isGood,1592897296319229,1.0,1.0,1.0,1.0
quality,1592897296319698,1.0,1.0,1.0,1.0
alpha_absolute,1592897296425705,0.24124768315142567,0.512110548216765,0.4242090920166946,0.45892981034053404
beta_absolute,1592897296429895,0.3897911344195118,0.7073520603556558,0.620879597742705,0.5482033841598692
theta_absolute,1592897296432329,0.04331066908127486,0.1320132767383888,0.2352752872632311,-0.07870996316766105
alpha_relative,1592897296433785,0.2177782778699277,0.1775923932669286,0.13668358674143385,0.3013597696520532
beta_relative,1592897296436007,0.306590017677743,0.278397846824012,0.21497446282360513,0.3701338878720922
theta_relative,1592897296438246,0.1380630760113704,0.0740162517801913,0.08846725702210873,0.08738673268023947
isGood,1592897296439897,1.0,1.0,1.0,1.0
quality,1592897296440429,1.0,1.0,1.0,1.0
alpha_absolute,1592897296509336,0.2065044706803353,0.512110548216765,0.4242090920166946,0.4591866204412122
beta_absolute,1592897296511888,0.39648195775893247,0.6926884890384168,0.6070113533518242,0.5478749146611028
theta_absolute,1592897296513965,0.03614124789029339,0.1337156382625569,0.24284467300546003,-0.08503459749755982
alpha_relative,1592897296515818,0.2054560074969657,0.184637066179448,0.13871809665769738,0.30031953925854843
beta_relative,1592897296520233,0.3181971837599035,0.27983164890798673,0.21131746033110693,0.3683595071380583
theta_relative,1592897296522290,0.13878918378115712,0.07725453463708433,0.09136265301110008,0.08577532476254048
isGood,1592897296525485,1.0,1.0,1.0,1.0
quality,1592897296526634,1.0,1.0,1.0,1.0
alpha_absolute,1592897296604339,0.1406842194272205,0.512110548216765,0.4242090920166946,0.45166192095392965
beta_absolute,1592897296605190,0.4032419659865136,0.6814255621814039,0.6021582442304667,0.5488749961401383
theta_absolute,1592897296605838,0.04713793103669344,0.12448168037312479,0.23423340024194428,-0.0727820994527837
alpha_relative,1592897296607432,0.18220241300011134,0.19252497138006597,0.1425845044227909,0.2925666312779001
beta_relative,1592897296609007,0.3335123118296058,0.28431651128374547,0.2147936720857705,0.36596357907952315
theta_relative,1592897296610320,0.14689527813613465,0.0788602591035688,0.09206544119568677,0.08745422000220689
isGood,1592897296611373,1.0,1.0,1.0,1.0
quality,1592897296611734,1.0,1.0,1.0,1.0
alpha_absolute,1592897296743840,0.13255492849346906,0.512110548216765,0.4242090920166946,0.4396012952882666
beta_absolute,1592897296745442,0.41129994826956395,0.6642124045226884,0.5999842691163995,0.5456477534540286
theta_absolute,1592897296747744,0.0699131197760812,0.09710054145575006,0.20482567746951807,-0.036758452326943525
alpha_relative,1592897296750041,0.1793826652012851,0.20511521868267135,0.14957788666588592,0.2823559945213754
beta_relative,1592897296752332,0.34082032958463543,0.291138567424839,0.22420359397275497,0.3604487058418791
theta_relative,1592897296753807,0.15528827425603997,0.07888380986195581,0.09025764097963937,0.09428384056290141
isGood,1592897296755326,1.0,1.0,1.0,1.0
quality,1592897296755836,1.0,1.0,1.0,1.0
alpha_absolute,1592897296839999,0.11210971428208606,0.5086054421634744,0.417291096173542,0.4329856867052463
beta_absolute,1592897296841548,0.4178776403892837,0.6379699341301023,0.5920493828885032,0.5370670914921039
theta_absolute,1592897296842971,0.09005838182763529,0.04662626030917408,0.15418030150488485,0.01889306702430878
alpha_relative,1592897296844234,0.17343513241395256,0.2251743920937893,0.15877770719402615,0.2758170695530172
beta_relative,1592897296846185,0.3506751588086108,0.30330773850435927,0.23743668107199117,0.3505117206161647
theta_relative,1592897296848263,0.16484878242124004,0.07772125721199837,0.08663207797865324,0.1062988387803721
isGood,1592897296850113,1.0,1.0,1.0,1.0
quality,1592897296850755,1.0,1.0,1.0,1.0
alpha_absolute,1592897296912942,0.1045869621886881,0.3752573157488253,0.3064661625403654,0.4229690915467459
beta_absolute,1592897296914251,0.4203431311078553,0.6086240346944414,0.5742362508039363,0.5275086820435264
theta_absolute,1592897296915377,0.0967667538553671,-0.027492458008188014,0.09368062994743234,0.08287701933742403
alpha_relative,1592897296916614,0.17364839403820073,0.20271549217448342,0.14001904354107725,0.2678606272973768
beta_relative,1592897296918517,0.3592749520342181,0.34693942877385076,0.25939236865638643,0.34075989210599933
theta_relative,1592897296920048,0.1705495441003171,0.0801931303209432,0.08578306790880197,0.12240997503318554
isGood,1592897296921248,1.0,1.0,1.0,1.0
quality,1592897296921670,1.0,1.0,1.0,1.0
alpha_absolute,1592897297024731,0.14154977996685997,0.3752573157488253,0.15848984139055997,0.4283236514104898
beta_absolute,1592897297026361,0.4207704455853051,0.6094862624125852,0.5486394883468831,0.5228004517630357
theta_absolute,1592897297027514,0.08597133997295736,-0.036940303826345416,0.04469810990346059,0.13864724831038014
alpha_relative,1592897297028557,0.18997612231887417,0.20474557333106833,0.1134330089515455,0.26611639136171655
beta_relative,1592897297030119,0.36134303209626406,0.35111021729491365,0.27854098008906536,0.33078699437923587
theta_relative,1592897297031607,0.16715546455198158,0.07925321727199024,0.08728662890698477,0.13658255181441087
isGood,1592897297033174,1.0,1.0,1.0,1.0
quality,1592897297033729,1.0,1.0,1.0,1.0
alpha_absolute,1592897297120756,0.18966626453827087,0.3752573157488253,0.09548946244595516,0.4383226475466028
beta_absolute,1592897297122528,0.42295374694374943,0.6062399202128491,0.5212384115743234,0.523455652817948
theta_absolute,1592897297124046,0.06357521190708289,-0.05229591941731319,0.020913602684633457,0.17643815516333464
alpha_relative,1592897297125357,0.21058039228573197,0.20778817522031778,0.10619906043659798,0.266415885404556
beta_relative,1592897297129064,0.3603341410959717,0.3536742437950293,0.2830542131722641,0.3241105157563352
theta_relative,1592897297131255,0.15751679904177787,0.07763679418418631,0.08944268228010502,0.1457725074771479
isGood,1592897297133130,1.0,1.0,1.0,1.0
quality,1592897297133774,1.0,1.0,1.0,1.0
alpha_absolute,1592897297199204,0.26457501551051893,0.2803572111248637,0.08088317785987328,0.42599188375967934
beta_absolute,1592897297200681,0.42598899701519183,0.5966810318171718,0.49869917805071634,0.5233262048188765
theta_absolute,1592897297201907,0.0409804805846166,-0.12782993583241647,0.013737514459510193,0.19413579186827587
alpha_relative,1592897297202971,0.24286596847995198,0.1842442506115144,0.10697737157977383,0.2585544688214535
beta_relative,1592897297204500,0.3521929394046186,0.38169613745868425,0.2799676960287882,0.3235090017155091
theta_relative,1592897297206016,0.14513499047531425,0.0719791638791775,0.0916529102676132,0.1515988673616516
isGood,1592897297211023,1.0,1.0,1.0,1.0
quality,1592897297211684,1.0,1.0,1.0,1.0
alpha_absolute,1592897297341186,0.34302608665010986,0.14249209682917363,0.08998363539440105,0.42785105443788257
beta_absolute,1592897297342177,0.4239988279670933,0.5860587086668625,0.4846791671358413,0.5164286983306796
theta_absolute,1592897297343482,0.029108067490790087,-0.19130936173743568,0.008213693423418489,0.19981266434863246
alpha_relative,1592897297344716,0.2810382124579123,0.14880813777410876,0.11202343204176426,0.25968024831283
beta_relative,1592897297345858,0.3386398910817729,0.413231380081944,0.2779741466573252,0.31843189522296145
theta_relative,1592897297348273,0.13641036007370022,0.06899620808039529,0.09279806744544589,0.15360329346946514
isGood,1592897297349611,1.0,1.0,1.0,1.0
quality,1592897297349983,1.0,1.0,1.0,1.0
alpha_absolute,1592897297451567,0.39615378794792644,0.10437861223420522,0.09980901054469,0.4288266678622163
beta_absolute,1592897297452975,0.41331190447676214,0.5776956191806331,0.47796943501349115,0.5038331143384396
theta_absolute,1592897297454366,0.03111594250095329,-0.23870248474986427,-0.0015909704936217378,0.20261476743120094
alpha_relative,1592897297455604,0.3122275861393276,0.14443502489616983,0.11638735629153751,0.26165453352659096
beta_relative,1592897297457740,0.324809997402141,0.4295260691908895,0.2780137193393949,0.3109816119553208
theta_relative,1592897297461366,0.13472041936391183,0.0655528267025686,0.09215222430557665,0.15542338505021513
isGood,1592897297464639,1.0,1.0,1.0,1.0
quality,1592897297465513,1.0,1.0,1.0,1.0
alpha_absolute,1592897297533069,0.4158541611499991,0.11725556872353068,0.10019753920175589,0.4288266678622163
beta_absolute,1592897297534644,0.3976047475434761,0.5779300139612021,0.4734314551263595,0.48997160216738117
theta_absolute,1592897297539283,0.04384708535496129,-0.2748990373381725,-0.020144159706807645,0.2073776703144451
alpha_relative,1592897297540172,0.328346468096475,0.15227674927037926,0.11941787044927128,0.2630679012434802
beta_relative,1592897297542318,0.3148349484510058,0.43985349016191466,0.2820351502709819,0.30283969095078994
theta_relative,1592897297543992,0.1394200625698083,0.061727543056525364,0.09051647302714275,0.15798609421814283
isGood,1592897297545693,1.0,1.0,1.0,1.0
quality,1592897297546375,1.0,1.0,1.0,1.0
alpha_absolute,1592897297628304,0.4265038099245277,0.118551659671069,0.09650310503191534,0.42919957748461873
beta_absolute,1592897297629754,0.3843883399723508,0.5871037070477303,0.4664307616762449,0.47910130409685436
theta_absolute,1592897297631042,0.0656514966996071,-0.3046638411305698,-0.0552661168787866,0.21217387915627373
alpha_relative,1592897297632297,0.3374200978607347,0.15342814317506392,0.12309060499267939,0.26463883739593297
beta_relative,1592897297633899,0.30623545961019993,0.4512914197556637,0.288504480982387,0.2968624767987605
theta_relative,1592897297635429,0.14700043971020482,0.05790146181609442,0.08678720146254788,0.16055649604373334
isGood,1592897297637248,1.0,1.0,1.0,1.0
quality,1592897297637862,1.0,1.0,1.0,1.0
alpha_absolute,1592897297731965,0.45062157388296514,0.12103014875234608,0.09229776273271031,0.4357905550928262
beta_absolute,1592897297733380,0.37758641165952705,0.5967330584163855,0.4550931835062499,0.4727684657590658
theta_absolute,1592897297734573,0.09773395603887515,-0.3245830045594695,-0.11418573002678462,0.21391300053080584
alpha_relative,1592897297735556,0.34912853537687066,0.15294729895654086,0.1271619883789141,0.2693392082624525
beta_relative,1592897297737680,0.29508707279550267,0.45734582769500437,0.2931924151356256,0.2932766520077984
theta_relative,1592897297739353,0.15491651861650405,0.05481869068700098,0.0790448932752349,0.16159280682362423
isGood,1592897297741562,1.0,1.0,1.0,1.0
quality,1592897297742105,1.0,1.0,1.0,1.0
alpha_absolute,1592897297823687,0.48196902605972036,0.11986551088165139,0.09791326684595927,0.44346760800629975
beta_absolute,1592897297825229,0.3752670593834533,0.597450155679234,0.4404259841160288,0.4693130025820938
theta_absolute,1592897297827460,0.1358844003421632,-0.3323849331327503,-0.19639845754089438,0.21320559621279825
alpha_relative,1592897297828768,0.3615627534774046,0.15196068036800553,0.13267120343944794,0.2750112922974325
beta_relative,1592897297830534,0.2828015063564564,0.4563687245997913,0.29193716470880876,0.29187434374107174
theta_relative,1592897297832116,0.16296677054828432,0.0536390139176924,0.06736975130897352,0.16184098577452738
isGood,1592897297833837,1.0,1.0,1.0,1.0
quality,1592897297834537,1.0,1.0,1.0,1.0
alpha_absolute,1592897297962644,0.488697285759959,0.1160771964932863,0.09963346182750343,0.4543963486338465
beta_absolute,1592897297964051,0.37379473441994887,0.5871265763439676,0.42513305380099425,0.4660085973743077
theta_absolute,1592897297965452,0.16877347992459946,-0.33532370152000873,-0.2857315333559339,0.2152701633728576
alpha_relative,1592897297971583,0.3597533218150361,0.1521179988996156,0.1346621142011264,0.2821019963512777
beta_relative,1592897297976218,0.2761227953711177,0.45001810186997254,0.2849344892422162,0.2897466398928513
theta_relative,1592897297979962,0.1722189776917968,0.05379968163016028,0.05544730387677896,0.16265970273394253
isGood,1592897297981735,1.0,1.0,1.0,1.0
quality,1592897297982388,1.0,1.0,1.0,1.0
alpha_absolute,1592897298037628,0.488697285759959,0.1160771964932863,0.09688816399992989,0.4401671703679949
beta_absolute,1592897298038447,0.3706151336683908,0.5684234455367931,0.4124627913715457,0.45965021081747937
theta_absolute,1592897298038991,0.1851590488524273,-0.3462796882078017,-0.3642865555507594,0.222536306817359
alpha_relative,1592897298039596,0.3559952066319501,0.15543803420678168,0.13363068810338485,0.27794376620398026
beta_relative,1592897298040765,0.27124516046442193,0.4404570281916352,0.27636359413776374,0.29069661752978926
theta_relative,1592897298041790,0.17697255194426073,0.05360439644799723,0.04620952296334986,0.1683937911041052
isGood,1592897298042600,1.0,1.0,1.0,1.0
quality,1592897298042790,1.0,1.0,1.0,1.0
alpha_absolute,1592897298138784,0.488697285759959,0.1160771964932863,0.08941544123694992,0.42755553049430645
beta_absolute,1592897298140074,0.3645692409907467,0.5440279819754487,0.4056626651840747,0.44776150673901277
theta_absolute,1592897298140782,0.18342173483648672,-0.3680928429381665,-0.4198111438108041,0.22876120387591334
alpha_relative,1592897298141317,0.355023665423949,0.1597348830390945,0.1298544239730965,0.27652343369685795
beta_relative,1592897298142204,0.26676525179513344,0.4279081454451448,0.2689700811602241,0.28969294399351225
theta_relative,1592897298143098,0.17578497543035154,0.05238774786661529,0.040200380619014535,0.17495953445365678
isGood,1592897298143985,1.0,1.0,1.0,1.0
quality,1592897298144211,1.0,1.0,1.0,1.0
alpha_absolute,1592897298286530,0.488697285759959,0.1160771964932863,0.0908554851316148,0.4244116778101506
beta_absolute,1592897298287514,0.3557932124600441,0.5142619948564581,0.4056551671873182,0.43260213569150086
theta_absolute,1592897298288059,0.17193348255172505,-0.39507481538561284,-0.437020683628145,0.22309857137155076
alpha_relative,1592897298288601,0.35607750569575364,0.16411144502692604,0.1285051138206664,0.2804300860046374
beta_relative,1592897298289626,0.2622046961689739,0.410509930920529,0.2652895192254963,0.28576896576758254
theta_relative,1592897298290594,0.1717041278230049,0.05058093552816433,0.038110464479675095,0.17640524703562338
isGood,1592897298291654,1.0,1.0,1.0,1.0
quality,1592897298291916,1.0,1.0,1.0,1.0
alpha_absolute,1592897298325026,0.4891206965585295,0.1500894076905864,0.2454902256321914,0.4339965733085097
beta_absolute,1592897298325826,0.34514861087654564,0.48051679213783144,0.410691257633071,0.41878134052071436
theta_absolute,1592897298326447,0.16578541037941263,-0.3982700412595792,-0.3486670044378964,0.19919504173498503
alpha_relative,1592897298327009,0.35677454446591866,0.17699019867203164,0.1701392645803879,0.2892370911260068
beta_relative,1592897298327941,0.25610719207303406,0.3787708959214933,0.24888893150362937,0.27927930328095524
theta_relative,1592897298328855,0.16945663344106263,0.050071403842753145,0.04331589788179196,0.1684428006065981
isGood,1592897298329791,1.0,1.0,1.0,1.0
quality,1592897298330031,1.0,1.0,1.0,1.0
alpha_absolute,1592897298430986,0.49605095310420544,0.2790645416309283,0.420095022378632,0.4684559285092899
beta_absolute,1592897298431538,0.334970361019439,0.4470567899982975,0.41806687231542655,0.4087238120230598
theta_absolute,1592897298431919,0.17498250588888098,-0.35233408574098973,-0.1510229975116087,0.1616932507731351
alpha_relative,1592897298432267,0.35807711588281144,0.22061590883083187,0.22589671295056482,0.3075560238642829
beta_relative,1592897298432926,0.24711321713896922,0.32480976329298106,0.2248442374256859,0.26803537848910824
theta_relative,1592897298433543,0.17096535785035494,0.05155113116476148,0.06064456589025402,0.1517614823399344
isGood,1592897298434145,1.0,1.0,1.0,1.0
quality,1592897298434329,1.0,1.0,1.0,1.0
alpha_absolute,1592897298575982,0.4997121803208294,0.3954363843021438,0.4908302101434056,0.5079470294301728
beta_absolute,1592897298577571,0.32722868009126754,0.41875870412039345,0.425834095328489,0.4012797670047668
theta_absolute,1592897298579606,0.19971711354486252,-0.2689228244928903,0.05801928369921271,0.1275511638689543
alpha_relative,1592897298580802,0.35476225864205935,0.2610709639063781,0.24379274329922146,0.3255568238881788
beta_relative,1592897298582178,0.2384810696754336,0.2754741758632169,0.20990590661196173,0.2546592996994719
theta_relative,1592897298583418,0.1778043347020357,0.05654567124064382,0.08999323171307998,0.13559102297854767
isGood,1592897298584704,1.0,1.0,1.0,1.0
quality,1592897298585120,1.0,1.0,1.0,1.0
alpha_absolute,1592897298663966,0.5063903532824425,0.4397217502039068,0.4960318605704088,0.5390896979225601
beta_absolute,1592897298665424,0.3228410561214372,0.3970667154745533,0.43367412299354513,0.3943931355428077
theta_absolute,1592897298666893,0.22902336224911873,-0.18374624697540373,0.2161958210155942,0.11530227477975782
alpha_relative,1592897298668059,0.3521617426704088,0.2720659455008538,0.23556833531495416,0.33728026638966774
beta_relative,1592897298670060,0.23077718797340216,0.24661480773037947,0.2040606075547092,0.2417098616766286
theta_relative,1592897298671881,0.1859410089903671,0.06474499286640437,0.12367470222540689,0.12711696318711344
isGood,1592897298676219,1.0,1.0,1.0,1.0
quality,1592897298676931,1.0,1.0,1.0,1.0
alpha_absolute,1592897298766238,0.5063903532824425,0.4621090127205814,0.5022864197867701,0.5350989462935642
beta_absolute,1592897298767419,0.3176113544158133,0.3803574821636151,0.44033114267989204,0.3850098293794567
theta_absolute,1592897298768363,0.2414290732211547,-0.11997489156585628,0.32323900548218404,0.0999181525485491
alpha_relative,1592897298769330,0.35197009368916243,0.277238314304421,0.22821211151059423,0.33595919529268187
beta_relative,1592897298770487,0.22789078526996628,0.2296686507243067,0.19787157568879377,0.2377920962594171
theta_relative,1592897298771741,0.19122491815202533,0.07257204233606131,0.1511093282542773,0.12334050964306985
isGood,1592897298773094,0.0,1.0,1.0,0.0
quality,1592897298773530,1.0,1.0,1.0,1.0
alpha_absolute,1592897298840087,0.5063903532824425,0.4626802001243017,0.5174616389695167,0.5350989462935642
beta_absolute,1592897298844476,0.31421353969997406,0.3656647509659569,0.44458683775591556,0.37650870248954516
theta_absolute,1592897298845554,0.25318159832652143,-0.07520007615988916,0.4198725994919319,0.10070653049516282
alpha_relative,1592897298846758,0.3499316000116329,0.27519863160393676,0.22221740002057608,0.3338378538692222
beta_relative,1592897298848593,0.2248051980324901,0.2201054625366279,0.1878898244973381,0.23171029811821306
theta_relative,1592897298851849,0.19533245460108697,0.07975648282396847,0.17749618478621784,0.12278439198243002
isGood,1592897298853656,0.0,1.0,1.0,0.0
quality,1592897298854239,1.0,1.0,1.0,1.0
alpha_absolute,1592897298962232,0.5063903532824425,0.4657551775841078,0.5174616389695167,0.5350989462935642
beta_absolute,1592897298963303,0.31638958614331264,0.3510190541343981,0.44552933436789205,0.36681251417626604
theta_absolute,1592897298964100,0.2645193884386671,-0.03165446852288231,0.4471728548024459,0.11136751014299132
alpha_relative,1592897298964906,0.34538468450978643,0.2746189419258041,0.2174966018603874,0.33076129994632947
beta_relative,1592897298965969,0.22299868829161618,0.21086007957597747,0.1842978086528723,0.2245061580964388
theta_relative,1592897298967349,0.19789376480920795,0.08736165311019924,0.18499657661965957,0.1246761130136977
isGood,1592897298968913,0.0,1.0,0.0,0.0
quality,1592897298969345,1.0,1.0,1.0,1.0
alpha_absolute,1592897299047005,0.46730655084533307,0.4657551775841078,0.5174616389695167,0.5350989462935642
beta_absolute,1592897299047997,0.3217668340934041,0.33553102121622447,0.44449088459444486,0.3574394553922081
theta_absolute,1592897299048894,0.27639624088704157,0.02533945783736115,0.47727390042986706,0.12600938433449707
alpha_relative,1592897299049678,0.3197140618059762,0.26946377974504976,0.21203926443340154,0.3280408393232023
beta_relative,1592897299050766,0.22867675524824496,0.19965318416929884,0.179244374575473,0.21790561610411363
theta_relative,1592897299051793,0.2059925093332929,0.09774277785798775,0.19329852961454014,0.12789051977843308
isGood,1592897299052915,0.0,1.0,0.0,0.0
quality,1592897299053342,1.0,1.0,1.0,1.0
alpha_absolute,1592897299191772,0.38719891164628756,0.46835600956304196,0.5174616389695167,0.5350989462935642
beta_absolute,1592897299193167,0.32147775728753075,0.31915179357214324,0.44610171048904346,0.35300932384985867
theta_absolute,1592897299194883,0.2880039467827868,0.08716829701417944,0.5103897886406669,0.1427988809169577
alpha_relative,1592897299195902,0.27677515373746436,0.2618510601671922,0.2061232140230852,0.32451005565556545
beta_relative,1592897299199239,0.23790630195352974,0.18571634186660727,0.17489080517645947,0.21337254459584667
theta_relative,1592897299201006,0.2202582253886053,0.10885957239020258,0.20279397843921568,0.131500708745117
isGood,1592897299202545,0.0,1.0,0.0,0.0
quality,1592897299203231,1.0,1.0,1.0,1.0
alpha_absolute,1592897299266023,0.2852922810235774,0.47646533577674943,0.5174616389695167,0.5350989462935642
beta_absolute,1592897299267568,0.3089649952425412,0.3041616678891786,0.45433923414708144,0.3557935365209258
theta_absolute,1592897299269361,0.29456352852782036,0.1369017219903176,0.5465841258000644,0.16277870708547487
alpha_relative,1592897299270622,0.23107596465318098,0.25739512155838423,0.20044048434431191,0.3189283891670883
beta_relative,1592897299271932,0.2440211609275772,0.1730998308622567,0.17332573026958445,0.21105117267101603
theta_relative,1592897299273089,0.23606196734883986,0.11777054847224369,0.21434232158401717,0.13532341222905095
isGood,1592897299277777,0.0,1.0,0.0,0.0
quality,1592897299278245,1.0,1.0,1.0,1.0
alpha_absolute,1592897299360247,0.1808681094504897,0.48752334425134364,0.5174616389695167,0.5350989462935642
beta_absolute,1592897299361361,0.2862807466171705,0.29581998724683284,0.4691795082633514,0.3640800931964967
theta_absolute,1592897299363260,0.29405578379898856,0.17110159043408085,0.5864201298357231,0.1866558299015741
alpha_relative,1592897299364093,0.19147700690460961,0.2570923714468882,0.1952846742282084,0.3100238384716248
beta_relative,1592897299365243,0.24407835480223253,0.16534300761997447,0.17473746498442083,0.20911069043160435
theta_relative,1592897299368593,0.24848736140204888,0.12407018689887886,0.22888991213577473,0.13897989289808765
isGood,1592897299370690,0.0,1.0,0.0,0.0
quality,1592897299371222,1.0,1.0,1.0,1.0
alpha_absolute,1592897299469742,0.1351956413747676,0.4872529544229782,0.5174616389695167,0.5350989462935642
beta_absolute,1592897299470512,0.26178991562530923,0.3006098497941364,0.4862216126466606,0.375291154817079
theta_absolute,1592897299471085,0.29272297947285936,0.2001161190707908,0.6306246475185374,0.21057729248669013
alpha_relative,1592897299471532,0.1760776256373765,0.2531649043475157,0.19020412066096645,0.2984599321443337
beta_relative,1592897299472281,0.23566682316803764,0.16472533357051677,0.1770027016196177,0.20657522974568718
theta_relative,1592897299473027,0.25306466602466215,0.13069731478030128,0.24682146742307637,0.1413723190330255
isGood,1592897299473778,0.0,1.0,0.0,0.0
quality,1592897299473958,1.0,1.0,1.0,1.0
alpha_absolute,1592897299546930,0.1274426042860209,0.4886381313171659,0.5099706334104399,0.5350989462935642
beta_absolute,1592897299547692,0.24328624917613542,0.3185470416879306,0.4978439863991088,0.38942496348079014
theta_absolute,1592897299548322,0.3030560290712834,0.23284405792154086,0.6800238401917466,0.22968895322267163
alpha_relative,1592897299548798,0.17187753132758468,0.2482240993796461,0.18178183900023293,0.28538143929488663
beta_relative,1592897299549668,0.22442061707547603,0.16778489250620043,0.17677622101364776,0.20405711449236252
theta_relative,1592897299550439,0.2575327895555237,0.1377367623598482,0.2689079856259752,0.1412588710045012
isGood,1592897299551177,0.0,1.0,0.0,0.0
quality,1592897299551370,1.0,1.0,1.0,1.0
alpha_absolute,1592897299664825,0.12715161993352428,0.4990375790764848,0.49307666291768454,0.5343160743504708
beta_absolute,1592897299667817,0.23228283742925013,0.3421321875059825,0.49707847008344686,0.4068737809340884
theta_absolute,1592897299670083,0.32885437032975856,0.267631279216568,0.7345587378033136,0.2438833284769718
alpha_relative,1592897299673899,0.16739562937970023,0.24637949277375937,0.17028436533488747,0.2708418199481394
beta_relative,1592897299684604,0.2132432692354469,0.17167188080846812,0.1718607023051513,0.2019637518881259
theta_relative,1592897299691891,0.266346420755991,0.14460997696471276,0.29693189498858097,0.13876597055091192
isGood,1592897299693830,0.0,1.0,0.0,0.0
quality,1592897299694460,1.0,1.0,1.0,1.0
alpha_absolute,1592897299777706,0.12420463245334169,0.5102513656710016,0.4917606488091217,0.5251051519087084
beta_absolute,1592897299778422,0.22883081173018247,0.3628764859937931,0.48227722440839543,0.42550084671377586
theta_absolute,1592897299778933,0.36391290188741793,0.2978436475659964,0.7926707587468969,0.2621661213581782
alpha_relative,1592897299779393,0.15927499570356052,0.24544484783143508,0.16259076372181616,0.2534048736260229
beta_relative,1592897299780201,0.2026626799423227,0.17481513926736658,0.15907885141891662,0.20147012599344383
theta_relative,1592897299781015,0.2766023537828618,0.15050336221421765,0.3250917744191528,0.13831711843037744
isGood,1592897299781820,0.0,1.0,0.0,0.0
quality,1592897299782026,1.0,1.0,1.0,1.0
alpha_absolute,1592897299883700,0.12420463245334169,0.5166944268075626,0.4917606488091217,0.5251051519087084
beta_absolute,1592897299885016,0.22883081173018247,0.37724909271852863,0.4095872145689976,0.42550084671377586
theta_absolute,1592897299885919,0.36391290188741793,0.31701873987464535,0.7863329917199058,0.2621661213581782
alpha_relative,1592897299887750,0.15927499570356052,0.24556811357708808,0.16209852282088402,0.2534048736260229
beta_relative,1592897299889193,0.2026626799423227,0.17812572293035978,0.13415461676350052,0.20147012599344383
theta_relative,1592897299890386,0.2766023537828618,0.15505875303981156,0.31941212649057077,0.13831711843037744
isGood,1592897299891623,0.0,1.0,1.0,0.0
quality,1592897299895809,1.0,1.0,1.0,1.0
alpha_absolute,1592897299964630,0.12420463245334169,0.5247523236109123,0.4913511478090392,0.5251051519087084
beta_absolute,1592897299965275,0.22883081173018247,0.3861580802721061,0.3339557492501976,0.42550084671377586
theta_absolute,1592897299965647,0.36391290188741793,0.3204816684521471,0.7470748918717572,0.2621661213581782
alpha_relative,1592897299966000,0.15927499570356052,0.2514115321759994,0.1682471148900683,0.2534048736260229
beta_relative,1592897299966727,0.2026626799423227,0.18272204679915102,0.1170987413680453,0.20147012599344383
theta_relative,1592897299967284,0.2766023537828618,0.1570777022052259,0.3031596309579525,0.13831711843037744
isGood,1592897299967847,1.0,1.0,1.0,1.0
quality,1592897299968008,1.0,1.0,1.0,1.0
alpha_absolute,1592897300098695,0.12420463245334169,0.524903620422055,0.44151759879630065,0.5251051519087084
beta_absolute,1592897300099998,0.22883081173018247,0.39120442848343523,0.2607258481658396,0.42550084671377586
