timestamp,value
1,0.8477000034797724
2,0.9119085463044506
3,0.9507639623302714
4,1.1361356987655842
5,1.171373571486545
6,1.1206394878245252
7,1.1802938285196511
8,1.2068203186599722
9,1.1021742791098876
10,1.0139304119256425
11,1.067198732789334
12,1.1702408537924034
13,1.1222690524945578
14,1.5641655819353493
15,1.3009375746459164
16,1.4325427005590292
17,1.8280910239317816
18,1.65901975416568
19,1.2121253437610453
20,1.3681588135013294
21,1.7006075802615819
22,1.3663033174929369
23,1.2286453218566236
24,1.2456145323563648
25,1.567706341741317
26,1.5662841230933433
27,1.5541357657701582
28,1.4934893326512857
29,1.3705468031475472
30,1.183745858896645
31,1.294841249733348
32,2.042292033862095
33,1.7347591313709563
34,1.5308115211322466
35,1.6901358871205878
36,1.9830679587578024
37,1.8229683022103784
38,1.415562653637568
39,1.3331241841620531
40,1.3330602944208338
41,2.142162439982931
42,1.9146268299015001
43,1.5510029583264557
44,1.7036705167562147
45,1.6827726743235636
46,1.9565913220177347
47,1.915708715488797
48,1.567305502634364
49,2.3156407092919093
50,1.8482307096380461
51,1.874397573063065
52,1.491739790195515
53,1.579473391487835
54,1.580939692273161
55,1.6324354111076014
56,1.7258507272943842
57,1.7012693834338983
58,1.2241313381452588
59,1.2531184489857607
60,0.9928618107257559
61,1.361728150160228
62,1.2228821610300957
63,1.041952452184703
64,1.1643419121462482
65,1.0385709164921157
66,1.3187521711377272
67,1.0955138867729064
68,1.4278952515301118
69,1.8289232406238853
70,1.8160068501119297
71,1.9547157919216858
72,1.8066340063730824
73,1.3390682012753934
74,1.783191743973725
