timestamp,value
1,0.6918843839374171
2,0.7091066566274266
4,0.7457628443356672
5,0.6459986574220068
6,0.6141304754432365
7,0.7097419286242346
8,0.8546888664731946
9,0.6275058684724678
10,0.64058739641304
12,0.5547882703957864
13,0.49294867243809554
14,0.5489107579793983
15,0.6049852608808445
16,0.5589898937983635
17,0.6425102917084399
18,0.5607854619524274
19,0.5745552214783337
21,0.5896721967926173
22,0.5962224885033636
23,0.5921905121590291
24,0.6171794664916826
25,0.612571223758687
26,0.583311139712399
27,0.622677915656204
28,0.5657063513301098
30,0.5664730972598692
31,0.5846651522381602
32,0.6384360317574967
33,0.5877957441221366
34,0.5718810170178216
35,0.5365336295465345
36,0.5375926708286388
37,0.5831507655352235
39,0.5538329957377
40,0.599981583065981
41,0.6635544090007509
42,0.6110453398664273
43,0.5659727607018661
44,0.6286654379530687
45,0.5544317863450715
46,0.6131362891412231
48,0.6588690913337317
49,0.5591234697045943
50,0.4804564287697324
51,0.5040526124622001
52,0.6078966813288158
53,0.5073540992143672
54,0.6057861893271362
56,0.6922196610481467
57,0.6393212345461851
