timestamp,value
1,1.0950332070233604
2,1.3527177432927118
3,0.8588384395203175
4,0.6333685959044097
5,0.7085458010862323
6,0.6576397129683407
7,0.8372007551392151
8,0.8040182233614764
9,0.8024363948007599
10,0.7424288731359516
11,0.6999862265727707
12,0.6577941988743636
13,0.6339210333298722
14,0.7335915375462188
15,0.5878320656549602
16,0.6517638994724676
17,0.804399603397465
18,0.8836753223922679
19,1.0893358422234485
20,0.7878559693338195
21,0.7105516923424658
22,0.6387593802974694
23,0.6656751868287137
24,0.6731530145355006
25,0.6883706624788118
26,0.615486464162312
27,0.7006827532156823
28,0.6651601753889341
29,0.636710913435794
30,0.8020748576589227
31,0.7678612354089636
32,0.6024554554942243
33,0.6863340876487021
34,0.7336327206977331
35,0.7370325860024425
36,0.634337748010325
37,0.7119209421206338
38,0.6187714915661819
39,0.6539861229194426
40,0.6074464495477316
41,0.6677462747670766
42,0.6794710221232719
43,0.6909170246608045
44,0.7656906827068645
45,0.6873543891185119
46,0.781533370814973
