timestamp,value
1,2.003325448660273
2,2.016735678939742
3,1.9627236979865104
4,1.2104021047377391
5,1.2874001631646204
6,1.3120499625059343
7,1.4058096097684845
8,1.2675688814983435
9,1.0927043309532276
10,1.1813476847506408
11,1.1277254980081015
12,0.9463275431968498
13,1.4380144361301657
14,1.5505964370023102
15,1.7086681941435864
16,1.886046187201127
17,2.094037600221081
18,1.8722254584767257
19,1.8181131470755425
20,1.3777937281857247
21,1.4621973051567914
22,1.157470792981681
23,1.2813975052610023
24,1.5799888293413942
25,1.4618087160151056
26,1.6618906716705246
27,1.5384883163813186
28,1.604369561914984
29,1.5381102009695462
30,1.4638859132174888
31,1.5866094633473287
32,1.738213919816891
33,1.5204876841797734
34,1.840959070047794
35,1.9172023866333805
36,1.5893472202527346
37,1.9518860269770233
38,2.616708532660386
39,2.670600253195002
40,2.1729177851016535
41,2.0819053937461973
42,2.3204687877491197
43,1.8786419319048377
44,1.3216969879620237
45,2.0955741699435064
46,1.5109164131936184
47,1.7765489537655523
48,1.3890731925450588
49,1.279922160236464
50,1.2816902542546142
51,1.1554647391450392
52,1.1633763364584082
53,1.322388846655644
54,1.3178125459941399
55,1.3038865363217076
56,1.342565003718872
57,1.117472194027161
58,1.3704894393308493
59,1.6888483425258063
60,1.9715596118490604
